rskew_bins0,rskew_bins1,rskew_bins2,rskew_bins3,rskew_bins4,rskew_bins5,rskew_bins6,rskew_bins7,class
clean_p_94.jpg,4.7205915036490005,1.9582860477804336,0,0,0,8.450831253479171,0,7.784585489862212,1
clean_p_95.jpg,1.2121320012793753,0,0,0,0,5.79703339032398,2.3761237457644486,10.633890002825241,1
clean_p_96.jpg,12.03916653022536,0,0,0,4.101598930933262,10.813006117705477,8.090918816951897,8.526076269246733,1
clean_p_97.jpg,6.353708004813843,0,0,0,0,9.40321979827054,0.0,10.766176115846738,1
clean_p_98.jpg,11.736690476531141,2.138516190103614,0,0,6.5391212123440186,7.567884245144621,0,10.350484049569276,1
clean_p_99.jpg,25.39012368734822,1.01691474730734,0,0,3.029749936111284,8.940685280937178,0,8.26146402201341,1
clean_p_100.jpg,5.080162806176237,0,0,0,4.681738743658431,8.70320146204866,0,9.49585746942261,1
clean_p_101.jpg,0.8634870396183054,0,0,0,0,2.8904898794746208,0,9.560119162669288,1
clean_p_102.jpg,15.190139215028772,2.2814143675116725,0,0,0,10.66138633317091,0,7.675539774761444,1
clean_p_103.jpg,24.904830593120018,2.244976446628981,0,0,0.0,5.51479911242305,0,6.6028725869362965,1
clean_p_104.jpg,9.570085815774048,2.9234162990332786,0,0,0,8.742577824482476,0,6.648516445115461,1
clean_p_105.jpg,18.244171094384996,0.9602879660594285,0,0,1.8366464084120717,10.193974311678137,0,8.545950198151523,1
clean_p_106.jpg,0.9466541085145462,0,0,0,0,7.4692357493498855,0,8.923265943837645,1
clean_p_107.jpg,0.972617355475762,0,0,0,0,0,0.0,9.307955013023829,1
clean_p_108.jpg,13.547849585514104,1.7500209958008388,0,0,3.9031046545253374,10.178613597794893,12.16289498411569,8.866247871711916,1
clean_p_109.jpg,1.159663404408637,0,0,0,0,9.035340867734403,0,10.106313787014615,1
clean_p_110.jpg,8.062316835788492,2.535425048032739,0,0,0,9.40040418348313,0,10.065120264623769,1
clean_p_111.jpg,15.81830670983286,3.4165932378056674,0,0,0,8.194247858078509,0,6.388359450748528,1
clean_p_112.jpg,30.81016606021479,2.072155359809009,0,0,4.501901767278512,9.015239245833422,0,9.301752095539962,1
clean_p_113.jpg,1.0359286404426344,0,0,0,0,0,0,10.317454556506467,1
clean_p_114.jpg,9.921200710083129,8.204100519090277,4.1753301223520864,0,5.11456304377748,12.520399892217842,4.376435039228379,13.000214277716294,1
clean_p_115.jpg,1.0423591201918985,0,0,0,3.4840859075809085,7.431773808309355,0,8.964005625803033,1
clean_p_116.jpg,17.57599013321752,4.1384292456084655,5.5842057001793055,0,2.342590586314363,14.921680819097022,0,14.526338248628555,1
clean_p_117.jpg,26.52519664133791,2.1437959024737943,0,0,1.5064664048034428,7.193449633538284,0,8.245938681133998,1
clean_p_118.jpg,0.9588942890093969,0,0,0,0,7.408504151041482,0,9.821934028258203,1
clean_p_119.jpg,12.665281950992885,0.3968502629920499,0,0,2.80964266983065,9.949730280629945,0,9.114536792890304,1
clean_p_120.jpg,1.1003708121161004,0,0,0,0,5.945894301117783,0,8.123727340148069,1
clean_p_121.jpg,1.0017304509423164,0,0,0,0,8.890170636633476,0,9.177912939511396,1
clean_p_122.jpg,1.0229250415238476,0.9244816991341763,0,0,0,8.20682971824181,0,7.453325992923153,1
clean_p_123.jpg,0.9619446437183365,0,0,0,0,8.317834592548516,0,8.166422045144474,1
clean_p_124.jpg,1.0895522479395325,0,0,0,3.02404094042372,7.874102753230764,0,9.68944651143545,1
clean_p_125.jpg,19.68567370853605,3.1564972369979016,0,0,0,7.382136596795279,0,6.966949552804872,1
clean_p_126.jpg,12.529973625852797,0.0,0,0,4.059756881321474,6.276584744263328,0,9.431278208911909,1
clean_p_127.jpg,19.7839669624668,2.654157416909738,0,0,3.877183567383301,9.457789401180046,0,9.42127701750127,1
clean_p_128.jpg,20.11005002930774,1.933449590049581,0,0,3.9761647281025883,8.48106833151989,0,8.008413535638146,1
clean_p_129.jpg,1.0650474788757511,0,0,0,0,4.849199559340114,0,8.535333740392545,1
clean_p_130.jpg,12.545168223190936,3.133796241632381,0,0,0,7.869700833228685,0,7.973579046987926,1
clean_p_131.jpg,1.0157201122671444,0,0,0,0,8.02279767519871,0,9.438205317599596,1
clean_p_132.jpg,23.84282922921922,2.5203214970206402,0,0,0.5723571212766659,6.6704645361847055,0,8.646309988153133,1
clean_p_133.jpg,5.422914144113537,0,0,0,7.941184084643262,9.189746257755713,10.208623893346891,9.014892367716369,1
clean_p_134.jpg,22.296595050732062,0.4125351691494115,0,0,0.0,8.016096914535847,0.7937005259840998,5.998186923037455,1
clean_p_135.jpg,17.09346287206472,2.525208632518668,0,0,2.297200104404938,8.143406834399524,0,8.870992674546835,1
clean_p_136.jpg,24.417813669690965,1.8101684140731193,0,0,5.318974524906868,9.17591848790777,3.5000419916016776,10.116071631155824,1
clean_p_137.jpg,16.43450980643657,1.6771493748326367,0,0,3.3016283989642736,7.8388427327425045,0,9.010827700436435,1
clean_p_138.jpg,19.017393050985955,3.172929537970047,0,0,0,2.9434940293941105,0,6.647249990184621,1
clean_p_139.jpg,18.157816825198356,3.4533043897958633,0,0,3.1290886081968488,8.060008618306695,0,8.048308305719068,1
clean_p_140.jpg,16.061245557025874,2.076457187684594,0,0,2.0553251473205107,7.633051135158401,0,9.570819551803654,1
clean_p_141.jpg,14.284942047201975,2.758089857500406,0,0,0,5.157138709445024,0,9.120809532748494,1
clean_p_142.jpg,38.3855491062233,4.06299540298515,0,0.0,3.291811408282259,6.412181350869143,1.2666897502718408,9.069309415074182,1
clean_p_143.jpg,20.66085229707473,2.17727391898262,0,0,6.139482742961769,10.590781171126768,0,10.004719703594109,1
clean_p_144.jpg,16.470682225611487,2.41426805903094,0,0,0,7.135728712557022,0,8.23662890162499,1
clean_p_145.jpg,8.268215945931486,0,0,0,3.1748021039363987,7.793936790895454,0,9.77109221884362,1
clean_p_146.jpg,0.9568061290345391,0,0,0,3.2261396883253872,8.72830288992901,0,8.697958832778962,1
clean_p_147.jpg,18.88787238294556,3.5970040923310433,0,0,0,4.0279026694328905,0,6.2199606179857065,1
clean_p_148.jpg,6.05735557110993,3.096456935522608,0,0,0,7.091438977631464,0,7.067011815913433,1
clean_p_149.jpg,11.980131715152424,4.212059507514206,0,0,0,10.426045255964892,0,10.287672345131886,1
clean_p_150.jpg,23.651122594937178,2.0026789380561394,0,0,1.6178957599819634,8.937982649851135,0,7.52752075602251,1
clean_p_151.jpg,18.770213839694343,4.24929132210722,0,0,1.8331522781772267,7.41451567917958,0,8.093089175716068,1
clean_p_152.jpg,22.254298637892205,2.1759536681195444,0,0,1.8001152545401875,5.915137383254866,0,7.918045039610118,1
clean_p_153.jpg,21.1905046069764,1.6508089970419946,0,0,0,5.85430969175182,0,7.674414272002001,1
clean_p_154.jpg,5.901799233997348,0.6232999079402373,0,0,3.430701608512751,9.148007599647789,0,8.60560055276966,1
clean_p_155.jpg,7.162949267859969,2.5775674623414573,0,0,0,10.160223019924851,0,11.30006263451354,1
clean_p_156.jpg,1.0066017019178302,0,0,0,0,7.244954759128128,0,9.958403271264293,1
clean_p_157.jpg,1.043844678683552,0,0,0,0,12.31036004187508,0,8.23752308835404,1
clean_p_158.jpg,18.761801319143217,3.054238706791598,0,0,0,5.393508983918269,0,8.421215691618155,1
clean_p_159.jpg,1.0559149046616791,0.4678428381140569,0,0,0,10.313370125322963,0,7.967454527889902,1
clean_p_160.jpg,10.485992418834543,4.735209636444505,0,0,0,7.568185419236121,0,5.9007097366838535,1
clean_p_161.jpg,13.392860521140243,3.71943492020566,0,0,3.126938130302517,9.336670473950171,0,7.111134634830718,1
clean_p_162.jpg,22.823076983667306,1.7502456955248933,0,0,0.3780051175529636,9.653395536497124,0,10.33209913179574,1
clean_p_163.jpg,4.4368083879907605,0,0,0,0,10.16688107734153,7.346488975999673,6.245706284775602,1
clean_p_164.jpg,19.241681308021374,0.7082852716332728,0,0,1.337519602530124,7.378730720264366,0,6.101347429962455,1
clean_p_165.jpg,13.728687097434538,1.1905507889761495,0,0,3.756918147048437,6.499261939912395,0,9.2893350707625,1
clean_p_166.jpg,20.00177218356867,0.6082201995573401,0,0,0.0,7.724210598629223,0,7.753393833256004,1
clean_p_167.jpg,9.365047032773221,3.4887372553185068,0,0,0.0,8.002118627305222,0,10.155662041667535,1
clean_p_168.jpg,9.372833459964234,3.4812340697572295,0,0,0,7.886967418732168,0,7.829138092372858,1
clean_p_169.jpg,0.957907979473261,0,0,0,0,10.170355612679923,1.9842513149602492,7.780455225404482,1
clean_p_170.jpg,8.91349733661879,2.824894605526858,0,0,0,7.8469798843575385,0,6.32932361010826,1
clean_p_171.jpg,17.52371518344503,1.7471609294725976,0,0,4.240976008523574,8.699229766108115,0,10.41584236066612,1
clean_p_172.jpg,1.0334187779225865,0,0,0,0,9.815133042455546,0,8.115516138452055,1
clean_p_173.jpg,21.924216682883788,2.6845615650273933,0,0,0.3968502629920499,8.960787561263285,0,4.912814672721839,1
clean_p_174.jpg,15.2636118979564,3.015551289440748,0,0,0.6622978212134922,8.0327681877186,0,8.449258708305223,1
clean_p_175.jpg,1.0989157666830203,0,0,0,0,5.957654743755592,0,8.423614648831128,1
clean_p_176.jpg,7.808631466453303,0.0,0,0,6.0134991278504835,9.60586807016591,0,8.558784329073514,1
clean_p_177.jpg,10.792531610769709,0.0,0,0,1.741249333588028,11.777474431084912,1.3869899976083209,9.579704653772088,1
clean_p_178.jpg,0.8734168853572523,0,0,0,0.3968502629920499,6.421018877739137,0,8.829133902704532,1
clean_p_179.jpg,1.1268737166874894,2.6827144457275787,0,0,0.7937005259840998,10.08046125001477,0,7.080249477557389,1
clean_p_180.jpg,0.8444981839094222,0,0,0,0,8.548987482542042,0,6.214638083617709,1
clean_p_181.jpg,1.043153877282958,0,0,0,6.159533903758533,8.464442817954346,0,7.713951807931009,1
clean_p_182.jpg,1.0351111611676815,0,0,0,0,7.498879814254361,0,9.171021706721517,1
clean_p_183.jpg,14.835084495408031,0,0,0,3.0177285299440753,9.8368342732535,0,8.389609061208837,1
clean_p_184.jpg,25.242147131873526,2.309469185079137,0,0,4.158913867515244,9.41873553530236,0,7.835089657878493,1
clean_p_185.jpg,1.0147789197519108,0,0,0,0,0,0,9.47356477706421,1
clean_p_186.jpg,0.9460771766447936,0,0,0,0,7.157968818745092,0,9.487185898048029,1
clean_p_187.jpg,20.34649255437879,7.733129836925085,0.3780051175529636,0,3.8709019603650723,12.847245227178846,10.620907936753992,10.889452425870607,1
clean_p_188.jpg,7.712311517810003,0.8337016586430551,0,0,0,8.446309458775673,0.0,9.353844602241422,1
clean_p_189.jpg,1.0839762487273976,0,0,0,0,9.603001084556299,0,7.15173454926397,1
clean_p_190.jpg,1.0438516275256928,0,0,0,0,6.16479351658166,0,9.306616712156824,1
clean_p_191.jpg,13.409726463902416,2.2862170753971203,0,0,0.7937005259840998,9.389105381552708,0,8.512705180772498,1
clean_p_192.jpg,17.19394039260106,2.7423132398277628,0,0,0,7.798450110460356,0,8.655387585165364,1
clean_p_193.jpg,17.001234383284242,3.572565510736673,0,0,0,4.254210985759282,0,6.593397628742035,1
clean_p_194.jpg,1.009081307730925,0,0,0,4.402853431531811,10.254504722900027,0,8.757958412917352,1
clean_p_195.jpg,1.0146114809747742,0,0,0,0,9.428285515652187,0,9.874841452559359,1
clean_p_196.jpg,0.9842781057997184,0.4125351691494115,0,0,0,8.566815329714437,0,9.318221167071036,1
clean_p_197.jpg,26.543509206052686,4.659573345268145,0,0,0,6.777857025733143,0,7.232707364395682,1
clean_p_198.jpg,1.0987244988072433,0,0,0,0,9.063483739375757,0,10.320402940601713,1
clean_p_199.jpg,18.858850534336366,1.6333345498503213,0,0,3.616271462130429,8.071232960058472,0,9.700748431777187,1
clean_p_200.jpg,26.255059023343915,1.837080941929865,0,0,2.939825106117847,6.937109961452268,0,7.829946453193263,1
clean_p_201.jpg,16.889441749776065,0.0,0,0,3.8612693864411813,8.4854743782226,0,8.041986114388516,1
clean_p_202.jpg,17.368085985630326,2.2825120291064493,0,0,4.404201780040368,10.292637036675599,0,8.09747342728555,1
clean_p_203.jpg,26.093288668516514,1.0685026972414842,0,0,0.7937005259840998,8.57217326445611,0,7.390657471012038,1
clean_p_204.jpg,0.9753704840122436,0,0,0,0,5.590117752170021,0,6.666144293170018,1
clean_p_205.jpg,14.679475476533046,1.4036354661458623,0,0,0.0,8.948295231654058,0,7.141240940701006,1
clean_p_206.jpg,1.0608346425146193,0,0,0,0,7.224007834409199,0,8.953282431554017,1
clean_p_207.jpg,1.0513606468258045,1.703534964900674,0,0,0,7.5803066553784335,0,7.173470918281449,1
clean_p_208.jpg,5.654719970175442,0.0,0,0,3.400595606707756,14.520379596114507,0,8.894548514992834,1
clean_p_209.jpg,17.41728342592595,0.6281857787723573,0,0,1.1905507889761495,7.920615887966039,0,5.826668635522984,1
clean_p_210.jpg,0.9657443460727775,2.083866536441997,0,0,0,10.622483937747038,0,9.455612856490598,1
clean_p_211.jpg,10.546861058759031,0,0,0,2.5262446116861907,9.749126746908413,0.0,7.907727845436432,1
clean_p_212.jpg,25.00827752862414,2.1486557801739026,0,0,4.260136913549256,8.289811955817186,0,7.265743834568223,1
clean_p_213.jpg,23.095672462635203,1.2860737636605648,0,0,4.79167819351963,9.195196976883823,0,9.36375753761725,1
clean_p_214.jpg,23.993414702721317,2.2595053192952457,0,0,0,4.432145618342023,0,6.330522920710676,1
clean_p_215.jpg,14.725138313608888,0,0,0,4.762968126802395,6.182475275815116,0,8.364486952263004,1
clean_p_216.jpg,8.74944808805193,1.4577321785296096,0,0,0.0,11.410557128615984,0,6.395462728854792,1
clean_p_217.jpg,23.346806405401335,0.35414263581663485,0,0,1.7129078376941185,7.664319199534482,0,7.600183118445772,1
clean_p_218.jpg,0.9514395613968023,0,0,0,0,9.77374582843819,0,7.901654898483707,1
clean_p_219.jpg,21.44579708520074,2.3023001019072793,0,0,0,8.11520372578125,0,5.171982806961312,1
clean_p_220.jpg,9.547731160721382,0.0,0,0,1.487526932984028,7.04623699395838,7.207949925697646,8.641282497938336,1
clean_p_221.jpg,22.763017424627662,0,0,0,3.5715983497252783,8.319491156788112,0,6.918032446391524,1
clean_p_222.jpg,25.548163451818432,3.804842011555353,3.9502308528790233,0,2.4370056346749798,11.983434938594804,7.691899730045138,13.385317253037995,1
clean_p_223.jpg,1.087849857501506,0,0,0,0,6.956388448178715,0,8.1056785899477,1
clean_p_224.jpg,14.244020897552423,1.7099759466766968,0,0,5.662439707915165,6.451731593530505,0,9.287276181495029,1
clean_p_225.jpg,0.9817408865309566,0,0,0,2.0325836071607264,9.038999575243187,0,8.574723461215228,1
clean_p_226.jpg,0.981979780672846,0.7560102351059309,0,0,6.121510146879144,8.721088435592439,0,7.850721029603102,1
clean_p_227.jpg,13.878061977519621,0,0,0,4.037794680467454,8.486423920721244,0,7.795439764184142,1
clean_p_228.jpg,8.989189756674332,2.624929464271153,0,0,0.0,9.969080848069282,8.40992752882988,9.261609957368227,1
clean_p_229.jpg,29.02958445950729,2.0312943894866384,0,0,1.686304012369557,7.700920358176787,0,6.040555480076081,1
clean_p_230.jpg,14.061729702073443,1.426713501643509,0,0,4.374616484733671,9.014874023451743,0,8.57765982216937,1
clean_p_231.jpg,1.0484661668419841,0,0,0,0,7.263980329720408,0,8.895625781411473,1
clean_p_232.jpg,26.120760815766154,2.205239057502145,0,0,2.2118694928170046,5.918520863332976,0,9.53968042594879,1
clean_p_233.jpg,0.9610549602717431,0,0,0,0,7.63850020471974,0,9.321036042082852,1
clean_p_234.jpg,25.005743332215967,0.3968502629920499,0,0,3.3989145650176646,9.538877504802844,0,7.808601765397803,1
clean_p_235.jpg,1.1119934258053523,0,0,0,0,5.120593821754853,0,10.782521269826704,1
clean_p_236.jpg,1.0220129037831633,0.35414263581663485,0,0,0,10.790565475376956,0,9.042657689150229,1
clean_p_237.jpg,39.386815947888756,9.267640477922543,0,0.3968502629920499,2.9159306013736743,14.136757248183862,8.142833642264204,10.412770283490316,1
clean_p_238.jpg,10.96166005822789,3.544528958581784,0,0,0,9.696729692110324,0,7.56348629037505,1
clean_p_239.jpg,12.182015160160534,1.6684007325487118,0,0,0,9.646532514882573,0,7.232812470285409,1
clean_p_240.jpg,23.635758086022523,0.7638452622773798,0,0,2.750046370461685,7.477284229138777,0,7.702052160735948,1
clean_p_241.jpg,4.803995153716959,2.094091892918027,0,0,0,10.082386583839646,0,8.610783640802852,1
clean_p_242.jpg,28.277334848251094,1.4976123539450008,0,0,2.302173039688945,5.939432174591332,0,7.333246024818207,1
clean_p_243.jpg,21.790039935751032,1.165910318534634,0,0,2.959691163350758,7.398708008494729,0.354142635816638,10.890045079228514,1
clean_p_244.jpg,11.671860295118046,0,0,0,3.8718265605711855,6.628581883409041,0,8.657895395104354,1
clean_p_245.jpg,1.1190195465982558,0.7937005259840998,0,0,1.3033395400193857,9.703790542853428,0.0,9.660294791569315,1
clean_p_246.jpg,15.801965730376976,0.47290277851676543,0,0,0.3780051175529636,8.653345398277645,0,6.444487946656516,1
clean_p_247.jpg,19.269581282890492,2.002747464726147,0,0,0,7.490430340412779,0,5.31600838682236,1
clean_p_248.jpg,1.1316335664452093,0,0,0,0,8.318119791776407,0,6.018163369231399,1
clean_p_249.jpg,8.728548157818057,14.239515204534186,0,0,0,11.469615646327131,0.0,12.736735396105669,1
clean_p_250.jpg,12.313568831583938,0.0,0,0,3.037833021026458,9.524578234222751,0,8.25586019956939,1
clean_p_251.jpg,1.0328908694609769,0,0,0,0,9.16181870366302,0,8.724232732261866,1
clean_p_252.jpg,1.015342866550819,0,0,0,0,9.611104895997055,0,8.554169293581186,1
