rskew_bins0,rskew_bins1,rskew_bins2,rskew_bins3,rskew_bins4,rskew_bins5,rskew_bins6,rskew_bins7,class
clean_p_3770.jpg,6.269073719095252,1.2518179966041345,0,0,0,8.53148394105331,0,6.384343913804847,1
clean_p_3771.jpg,1.0483503549912414,0,0,0,0,6.2427048194333965,0,7.42017042247925,1
clean_p_3772.jpg,17.828994894818,3.3744395003568837,0,0,0,9.026708560522927,0,8.54665014784367,1
clean_p_3773.jpg,10.056114441980318,0,0,0,2.916132069171884,9.508223626112326,0,6.67669976047333,1
clean_p_3774.jpg,0.9832618120166777,0,0,0,0,9.353172927767414,0,7.535498200096697,1
clean_p_3775.jpg,13.45941467498866,0,0,0,3.5012579734759948,9.60928674715949,0,7.165208130704231,1
clean_p_3776.jpg,1.1427836947482446,0,0,0,0,10.041804159640892,0,6.414872859697156,1
clean_p_3777.jpg,0.9207891588258539,2.220517284448983,0,0,0,7.810120200987052,0,7.571222256978741,1
clean_p_3778.jpg,6.039247871178736,0,0,0,0.7937005259840998,9.983244434993821,3.0852631103239423,8.39003956306512,1
clean_p_3779.jpg,0.9696135849708012,0.7937005259840998,0,0,0,9.520542798798083,0,9.724229419620315,1
clean_p_3780.jpg,15.527798294809076,2.587835090449831,0,0,1.9428936993212083,9.27076456470397,0,6.284597231617443,1
clean_p_3781.jpg,1.1344648344916146,0,0,0,0,9.661377680095004,0,7.269411806325794,1
clean_p_3782.jpg,16.293566605463962,2.8988404709791,0,0,0,7.844886339434794,0,7.3146593673568265,1
clean_p_3783.jpg,5.327658030381267,0.6933612743506347,0,0,1.9842513149602492,10.345070104147734,0,7.763957637493254,1
clean_p_3784.jpg,7.014449065454752,1.416762777024266,0,0,0.0,13.83051520645765,0,8.19876840955301,1
clean_p_3785.jpg,16.279301805959847,0.7999344082025367,0,0,2.1939672201771443,8.565716746691436,0.0,8.638629718103646,1
clean_p_3786.jpg,2.2309014065373414,0,0,0,0,13.000842339414099,0,9.496606106884983,1
clean_p_3787.jpg,18.258759387260902,0,0,0,4.283960139749709,8.065114629355906,0,5.850468822854335,1
clean_p_3788.jpg,17.75589395414486,1.6910043652990747,0,0,0,7.701083315688227,0,7.134215105622869,1
clean_p_3789.jpg,1.0307316504611341,3.476944113414198,0,0,0.0,8.554355385823348,0,7.176971010271783,1
clean_p_3790.jpg,10.93792326881471,1.5082856197505663,0,0,0.7937005259840998,7.00774557727188,0,7.234818984904165,1
clean_p_3791.jpg,1.0519833472271076,0,0,0,0,7.9503275505537605,0,7.496749219670434,1
clean_p_3792.jpg,9.933386315410955,2.1748987728997045,0,0,3.0760677343124048,10.328896029539395,0,7.444108038017293,1
clean_p_3793.jpg,1.0451943319733734,0,0,0,0,0,0,4.886453787702389,1
clean_p_3794.jpg,1.021987961966936,0,0,0,0,5.040664645772066,0,4.757384758704129,1
clean_p_3795.jpg,1.1191449273926568,0,0,0,0,11.472260714119146,0,7.049718080819968,1
clean_p_3796.jpg,1.0053951800356504,0,0,0,0,7.412036856773121,0,6.935833231725212,1
clean_p_3797.jpg,10.734324755241552,3.2006725159053184,0,0,4.269732102815106,10.837818019792053,0,8.315700194680755,1
clean_p_3798.jpg,14.053241530318013,4.171192821779461,0,0,0.0,6.962962929814608,0,6.804478578694113,1
clean_p_3799.jpg,1.121701342710418,0,0,0,0,8.558876221171534,0,8.225222363693549,1
clean_p_3800.jpg,1.0231204613564124,0,0,0,3.4907738869789187,6.974378417485679,0,6.8309141873592765,1
clean_p_3801.jpg,8.020063817260777,0.3780051175529636,0,0,0,10.813195795084315,0,6.60586905938764,1
clean_p_3802.jpg,1.0327074369441946,2.1750761285206277,0,0,0,7.19512303414017,0,7.489895572617594,1
clean_p_3803.jpg,0.9528260417559434,0,0,0,0,6.728017800917936,0,7.248345785395757,1
clean_p_3804.jpg,5.472703249253525,2.9569149107367725,0,0,0,12.756373594938132,0,8.62167790973059,1
clean_p_3805.jpg,8.25232959317542,0.3968502629920499,0,0,0,12.54992646407298,0,8.587341345770163,1
clean_p_3806.jpg,0.9673788408575992,0.3780051175529636,0,0,0,4.539082307063099,0,11.706291842285028,1
clean_p_3807.jpg,12.318723045776318,1.3216115048015498,0,0,0.7937005259840998,10.3359435482813,0,9.902457225247147,1
clean_p_3808.jpg,1.015056654348691,0,0,0,0,2.968146472167896,0,8.141284285029297,1
clean_p_3809.jpg,1.097108960251902,2.176753999254238,0,0,0,6.329979868589737,0,7.146934041013657,1
clean_p_3810.jpg,10.920736585171461,0.0,0,0,1.9842513149602492,10.971836170938161,0.0,8.285691245165804,1
clean_p_3811.jpg,1.082830821185749,0,0,0,0,10.212318393740677,0,5.071516817815544,1
clean_p_3812.jpg,1.1596467561227304,0,0,0,0,11.527607116230199,0,7.872949772394803,1
clean_p_3813.jpg,0.9441172550793581,0,0,0,0,7.129992969784492,0,6.824026824078848,1
clean_p_3814.jpg,1.055278591516029,0,0,0,0,7.284974013670331,0,7.596628563721175,1
clean_p_3815.jpg,1.0664816260401082,1.2879866735900467,0,0,0.0,9.907917531166403,0,5.584652897587971,1
clean_p_3816.jpg,24.30374381401889,2.1232731560133034,0,0,0.0,7.9400913850320585,0,5.886824223281877,1
clean_p_3817.jpg,0.9897879274226336,1.3901681260055188,0,0,0,7.31897113180684,0,4.856048597766647,1
clean_p_3818.jpg,17.930197452320414,1.4944816004519474,0,0,0.7937005259840998,10.410080606529254,0,7.448348079041733,1
clean_p_3819.jpg,1.0158087736863057,0,0,0,0,5.608585792889596,0,6.448328220952209,1
clean_p_3820.jpg,1.034252627523391,0,0,0,0,7.412221094920376,0,6.307661249479019,1
clean_p_3821.jpg,1.015186768229747,0,0,0,0,9.085007603252826,0,6.845559960610052,1
clean_p_3822.jpg,6.650321889661894,0.0,0,0,0,7.853820391514083,0,7.211531837523254,1
clean_p_3823.jpg,0.910694901146422,0,0,0,0,8.503815510793599,0,9.897990268767831,1
clean_p_3824.jpg,15.273085726629036,3.822356243967879,0,0,1.1905507889761495,5.7031350979167055,0.0,6.552958690333819,1
clean_p_3825.jpg,17.50140096131797,4.836719286654402,0,0,4.661113348446579,8.562546957916394,0,9.121841174528909,1
clean_p_3826.jpg,25.763317971035598,2.2113311238985354,0,0,1.5519556233171914,7.13552839395455,0,8.436460411847467,1
clean_p_3827.jpg,17.995567174306064,1.5874010519681994,0,0,2.976674292383968,8.67323492195945,0,6.034713684951465,1
clean_p_3828.jpg,25.877064205015884,2.8111077545462897,0,0,1.5706903261956964,4.961632822452978,0.0,6.849306588248419,1
clean_p_3829.jpg,20.98882343055983,3.104875759795496,0,0,1.1905507889761495,9.652170757328918,0,6.262835900866105,1
clean_p_3830.jpg,1.0315972215909248,3.09402856562596,0,0,0,5.761306359844494,0,8.967100977724993,1
clean_p_3831.jpg,14.501383334836799,1.9200095993423736,0,0,0,9.120075389851703,0,7.36117999493742,1
clean_p_3832.jpg,13.420370057404426,0.3968502629920499,3.571652366928449,0,1.7099759466766968,9.235769297031814,0.0,7.894985934963245,1
clean_p_3833.jpg,0.925271190558395,0,0,0,0,7.987820532529071,0,7.123730327193969,1
clean_p_3834.jpg,7.13954995946324,2.726825731653972,0,0,0,8.461211469834396,0,8.447923714578797,1
clean_p_3835.jpg,1.0844525754587993,0,0,0,0,9.40830944931878,0,7.863454193298487,1
clean_p_3836.jpg,1.0304481526574099,1.0529055248858872,0,0,0,9.268885513635313,0,6.7811978681419065,1
clean_p_3837.jpg,1.0888774828273815,0,0,0,0,9.949195127174093,0,5.980724597808027,1
clean_p_3838.jpg,12.162153165478616,0.0,0,0,3.0455442162288286,10.012682113339821,0,7.689717466225734,1
clean_p_3839.jpg,7.71524474346275,0.7937005259840998,0,0,2.5013739114752527,9.403048787481238,0,8.065839676779072,1
clean_p_3840.jpg,16.546489875915118,2.179444902736319,0,0,0,7.775357866125266,0,5.094058375256123,1
clean_p_3841.jpg,1.08851502699542,0,0,0,0,4.600631230828127,0,5.664406017427886,1
clean_p_3842.jpg,1.1921432975109638,0.3968502629920499,0,0,0,11.215906633145396,0,5.250160611780706,1
clean_p_3843.jpg,9.238725318582949,4.997971996760499,0,0,0.0,10.512073056188585,0,6.467247723471034,1
clean_p_3844.jpg,1.2025379527175777,0,0,0,0,8.575173327808164,0.0,7.058438727703582,1
clean_p_3845.jpg,1.1558301893284144,0,0,0,0,6.500717955529319,0,5.481904437967977,1
clean_p_3846.jpg,16.359225846417267,2.1169763550768086,0,0,0,7.8367132189745465,0,6.265616212806531,1
clean_p_3847.jpg,5.645160170420452,0,0,0,0.0,10.430033687603359,0,7.3057043053154205,1
clean_p_3848.jpg,1.0613786801065581,0,0,0,0,0,0,6.217277234109303,1
clean_p_3849.jpg,20.15074972726832,2.6043548391051554,0,0,1.5712930969926644,9.765090898498086,0,6.80128100942029,1
clean_p_3850.jpg,8.992635733907473,0.0,0,0,0,12.36806825658336,0,7.532334979208997,1
clean_p_3851.jpg,0.9711686220045659,0,0,0,0,0,0,6.88345672403493,1
clean_p_3852.jpg,10.559543485024381,0,0,0,0.0,9.492982857018793,0.7560102351059272,6.450407784705478,1
clean_p_3853.jpg,1.0967617681486939,0,0,0,0,0,0,6.816784666127309,1
clean_p_3854.jpg,1.2700417011876672,0,0,0,0,0,0,3.827395922344295,1
clean_p_3855.jpg,8.481345897085873,0.35414263581663485,0,0,1.9824982360958157,12.82515163775735,0,7.17192129754224,1
clean_p_3856.jpg,28.709119769841948,0.7560102351059309,0,0,3.2843801538598254,10.419307445646941,0.3968502629920499,7.938201605283198,1
clean_p_3857.jpg,32.124382480229414,2.343470221926453,0,0,0,7.306569398882423,0.0,6.979709381972899,1
clean_p_3858.jpg,1.0806851796983952,0.0,0,0,0,10.790742862366958,0,8.006818322845573,1
clean_p_3859.jpg,1.035161114632606,0,0,0,0,7.4140478565355545,0,9.207624702641922,1
clean_p_3860.jpg,1.162520616295892,0,0,0,0,6.177560064111874,0,6.590691356074155,1
clean_p_3861.jpg,17.915978638193586,0.8583032792326549,0,0,0,7.488724995042834,0,6.42466908689645,1
clean_p_3862.jpg,35.07406002406308,1.9075628763957857,0,0,2.639796128976108,8.370130805744449,0.0,7.259879719828267,1
clean_p_3863.jpg,1.0533625416171122,0,0,0,0,6.821240435536566,0,5.350823031124701,1
clean_p_3864.jpg,1.1229020826272085,2.1129736605412432,0,0,0,11.571875347778208,0,6.802358259340685,1
clean_p_3865.jpg,11.843481459757255,2.8798052851610456,0,0,1.8927935695477132,8.993153062863588,0,6.561448827808242,1
clean_p_3866.jpg,10.412049255591494,3.9790572078963917,0,0,3.378586269295357,7.600957895570151,0,5.721715881390424,1
clean_p_3867.jpg,9.427567028914192,0.9409764261575366,0,0,4.3483661685109745,6.717585636932807,0,6.083609180087489,1
clean_p_3868.jpg,1.030580356925723,0.708381388512133,0,0,0,9.669752426828977,0,9.219938197768885,1
clean_p_3869.jpg,8.98699022750477,1.4775843910396884,0,0,0,10.39689696405202,0,5.519774988260531,1
clean_p_3870.jpg,8.609873834006528,1.8819878023360839,0,0,0,7.375159136898026,0,7.5277067545518275,1
clean_p_3871.jpg,31.95152221497803,1.304406984020612,0,0,0.4285990233064815,7.529477271453111,0.0,4.88256985705607,1
clean_p_3872.jpg,17.66128380089731,1.5476905722486625,0,0,0.3968502629920499,9.2193653988453,0,5.331984610754896,1
clean_p_3873.jpg,24.24748523324091,2.1392558230566414,0,0,4.507420952113324,10.304487200887404,0,7.724056586033773,1
clean_p_3874.jpg,17.257218586040587,0,0,0,2.812018919966369,10.279719673639006,0,6.922717829372316,1
clean_p_3875.jpg,1.2804544907015334,0,0,0,0,10.917722085983664,0,5.3446509450191115,1
clean_p_3876.jpg,1.5480575336871512,0.8414376586049271,0,0,0,6.991522685378014,0,3.637096726061339,1
clean_p_3877.jpg,0.9874218620795234,0,0,0,0,8.595581001753512,0,5.952620059460576,1
clean_p_3878.jpg,1.4687550522317185,0,0,0,0,8.248471498760669,0,4.401785701002309,1
clean_p_3879.jpg,1.073751827309353,0,0,0,0,9.418468621237263,0,7.359948153402525,1
clean_p_3880.jpg,1.1884143577328754,1.19721512318128,0,0,0,11.09812783419401,0,5.037391439717312,1
clean_p_3881.jpg,15.587077586561408,0.0,0,0,1.1905507889761495,9.700682264594125,2.4803651562988214,10.683617047963065,1
clean_p_3882.jpg,24.2016530960613,2.2173444568104657,0,0,2.777951840944349,9.186455977430466,0,6.949162369093491,1
clean_p_3883.jpg,11.689649540920739,0.0,0,0,1.457119170812864,10.322479398427449,0,5.931103960503727,1
clean_p_3884.jpg,11.302280576379838,1.342465846597843,0,0,0,9.427721065072467,0,6.6283965576398085,1
clean_p_3885.jpg,7.668652721109391,0.35414263581663485,0,0,1.6178957599819634,8.758221326941518,0.0,5.11755167366788,1
clean_p_3886.jpg,5.9433248458318895,0.7937005259840998,0,0,0.0,11.17531341556334,0,6.2081906878138415,1
clean_p_3887.jpg,12.835134433723956,2.9458308719152937,0,0,0,7.064855301184915,0,5.837524960784338,1
clean_p_3888.jpg,12.514309960526234,0.6622978212134922,0,0,1.4422495703074083,14.21634986784519,0,7.379509715649597,1
clean_p_3889.jpg,1.0220361196397731,0.0,0,0,0,11.861825459173772,0,6.342677419427841,1
clean_p_3890.jpg,1.2638218752517745,0,0,0,0,3.9492637324348805,0,6.144722727263676,1
clean_p_3891.jpg,26.036932726208274,2.1882773293181423,0,0,0,7.781773362057396,0,6.118233702940016,1
clean_p_3892.jpg,19.368715964556607,1.6500238962901197,0,0,0,6.940715758490598,0,4.3506594317321525,1
clean_p_3893.jpg,1.3596705227742896,0,0,0,0,8.019531700660187,0,7.239880159029225,1
clean_p_3894.jpg,16.94742692686784,3.071426741111482,0,0,0,9.195762017733976,0,9.268132997053957,1
clean_p_3895.jpg,27.107364302179693,3.2152482113950787,0,0,0,7.019821426358333,0,7.038293529699892,1
clean_p_3896.jpg,18.335629854229346,1.6831667852726442,0,0,0,9.951947133335056,0,6.920871094916441,1
clean_p_3897.jpg,8.360504946154576,0,0,0,1.4422495703074083,6.150080975691142,0,5.31459074728572,1
clean_p_3898.jpg,1.2043479863447404,1.9610252925936824,0,0,0,7.625143662642784,0,6.022921523136358,1
clean_p_3899.jpg,1.1524482972367258,0.6672383984329069,0,0,0,9.350130577770475,0,5.26865999512703,1
clean_p_3900.jpg,12.120095262407176,1.5866834067653057,0,0,0,7.409717375577098,0.0,4.595639227976069,1
clean_p_3901.jpg,24.118252370149683,2.492758230577039,0,0,0.3968502629920499,10.520446942398507,0,8.276103686444399,1
clean_p_3902.jpg,16.61037710454648,2.515982472487291,0,0,0,10.687387433063527,0,6.428348032894036,1
clean_p_3903.jpg,10.933868376044058,0.6588340295382836,0,0,0,9.78629370010536,0,8.28886119841962,1
clean_p_3904.jpg,8.987320661468493,1.0008575976493579,0,0,0,10.053737237221952,0,5.936685703320773,1
clean_p_3905.jpg,0.9766920604234927,0,0,0,0,8.689912003264524,0,6.937481224212331,1
clean_p_3906.jpg,1.0040931329321023,0,0,0,0,7.778353726254359,0,6.291213343436961,1
clean_p_3907.jpg,10.710524639585875,1.44864333725864,0,0,0,9.234062190401739,0,6.7786638659666805,1
clean_p_3908.jpg,23.421073475845244,3.376171617244194,0,0,0,8.408921572983918,0,7.108685277437528,1
clean_p_3909.jpg,1.1213732382021822,0,0,0,0,4.610263808373375,0,6.273237356938148,1
clean_p_3910.jpg,0.9720143535695441,0.3968502629920499,0,0,0,10.141941480323766,0,9.519094942758224,1
clean_p_3911.jpg,1.168258091389075,0,0,0,0,7.843703423875936,0,7.859411588108269,1
clean_p_3912.jpg,21.926609355892122,3.8061715851930003,0,0,0.0,7.710951249513787,0.0,8.731460006608978,1
clean_p_3913.jpg,22.928333614513647,2.081687589163763,0,0,3.2181372834712967,9.278639906965957,0.0,8.4114251244255,1
clean_p_3914.jpg,20.247648890318512,0,0,0,3.2582061853359043,11.404702328344749,0,8.502147492619839,1
clean_p_3915.jpg,20.369003091973344,1.3463580408704405,0,0,1.1604714690720526,9.078689897620375,0,6.234687029349989,1
clean_p_3916.jpg,11.490453643146564,1.6203000633746385,0,0,0,10.440873426171436,0,5.751926128020456,1
clean_p_3917.jpg,1.015745068722277,1.3324195802461147,0,0,0,3.8769880253066424,0,9.490313219848765,1
clean_p_3918.jpg,17.18769295614673,1.4119942953675035,0,0,7.036886995877101,10.804602268243233,0,8.041561227161337,1
clean_p_3919.jpg,17.416515432079468,1.6301413336229291,0,0,0.35414263581663485,11.906668922301119,0,6.884019545318911,1
clean_p_3920.jpg,20.890236507023456,1.5251663130016297,0,0,0,9.81111047275121,0,10.35858599030882,1
clean_p_3921.jpg,1.2316391872097505,1.6857724726359182,0,0,0,6.490659701217203,0,8.20452220006837,1
clean_p_3922.jpg,1.0138186537282927,0,0,0,0,5.603275717287319,0,7.767705168555715,1
clean_p_3923.jpg,1.0311680516094042,0,0,0,0,11.035968407267275,0,7.133523285675445,1
clean_p_3924.jpg,4.975480718208482,0,0,0,0,2.381101577952299,3.9685026299204984,7.531904943658694,1
clean_p_3925.jpg,1.079820048923834,0,0,0,0,11.52844670206233,0,6.254955612481275,1
clean_p_3926.jpg,11.287618093881532,1.3245956424269854,0,0,3.2496009794453253,9.816111010222556,0,6.642009195277764,1
clean_p_3927.jpg,1.1067517175016137,0,0,0,0,1.9511046499489346,0,5.238550839214815,1
clean_p_3928.jpg,9.018727550660753,2.118157927874721,0,0,0,9.596478449447217,0,8.94997502182876,1
clean_p_3929.jpg,1.0033715234651766,0,0,0,0,9.797059733992112,0,8.126043227026567,1
clean_p_3930.jpg,18.23581255083216,1.1340153526588945,0,0,2.761817698524715,8.965482811846288,0,8.386341947629953,1
clean_p_3931.jpg,10.082138481533944,1.8655257089886343,0,0,0,9.1098017142087,0,8.07104462554018,1
clean_p_3932.jpg,22.54685456002908,0.9598275367487334,0,0,1.3197396603083487,12.120390315227553,0,8.153239007694719,1
clean_p_3933.jpg,0.9072545831452374,0,0,0,0,8.908480050380263,0,7.600036823955802,1
clean_p_3934.jpg,1.0560637692089756,0,0,0,4.435016044044131,10.4278560779318,0,7.444875998529081,1
clean_p_3935.jpg,9.979216608350965,2.1768471421305953,0,0,1.5875541430147637,9.725086659325765,0,6.5079532456685945,1
clean_p_3936.jpg,14.674532576914395,0,0,0,3.4020460579766834,10.813628182074405,0.0,6.73430564895918,1
clean_p_3937.jpg,0.8616082736353927,0,0,0,0,0,0,8.989258456596783,1
clean_p_3938.jpg,6.532995505776542,8.371240379696356,0,0,0,11.215018670737072,0,8.516429659661979,1
