filename,Bins0,Bins1,Bins2,Bins3,Bins4,Bins5,Bins6,Bins7,Class
transformed_image_pneumonia_92.png,6195,13403,7,9774,10308,0,8798,17051,2
transformed_image_pneumonia_93.png,5725,14982,1,9106,14733,1,7471,13517,2
transformed_image_pneumonia_94.png,6744,15061,4,9214,11737,0,7722,15054,2
transformed_image_pneumonia_95.png,6528,11532,5,8737,14704,0,6789,17241,2
transformed_image_pneumonia_96.png,7445,14564,1,11474,9829,0,8626,13597,2
transformed_image_pneumonia_97.png,6202,10296,4,9891,14597,0,8144,16402,2
transformed_image_pneumonia_98.png,9677,7554,2,9780,14699,0,6307,17517,2
transformed_image_pneumonia_99.png,6282,10787,0,12050,13903,0,8001,14513,2
transformed_image_pneumonia_100.png,6269,11132,0,11158,14260,0,8320,14397,2
transformed_image_pneumonia_101.png,5547,13578,3,10459,13177,0,9151,13621,2
transformed_image_pneumonia_102.png,5285,11145,4,11843,15619,0,7443,14197,2
transformed_image_pneumonia_103.png,6333,16951,0,8071,11927,2,10313,11939,2
transformed_image_pneumonia_104.png,7624,10393,4,10273,15357,0,9105,12780,2
transformed_image_pneumonia_105.png,9926,12998,9,11806,6606,3,12189,11999,2
transformed_image_pneumonia_106.png,5004,18347,0,8418,12497,0,9115,12155,2
transformed_image_pneumonia_107.png,4551,15932,0,9728,14151,0,7947,13227,2
transformed_image_pneumonia_108.png,4917,20094,18,6742,7415,0,9275,17075,2
transformed_image_pneumonia_109.png,5039,13490,0,12133,12250,0,6697,15927,2
transformed_image_pneumonia_110.png,5450,15299,0,10782,12739,0,7982,13284,2
transformed_image_pneumonia_111.png,7714,15597,0,10309,10876,1,7572,13467,2
transformed_image_pneumonia_112.png,6604,13769,2,8736,11572,0,10143,14710,2
transformed_image_pneumonia_113.png,6099,15587,0,8972,12415,1,8764,13698,2
transformed_image_pneumonia_114.png,7569,15999,1,9540,11726,2,7641,13058,2
transformed_image_pneumonia_115.png,6931,15875,0,9213,4854,0,17251,11412,2
transformed_image_pneumonia_116.png,8626,11336,1,9632,9990,0,15437,10514,2
transformed_image_pneumonia_117.png,5800,13837,2,12249,11253,0,6409,15986,2
transformed_image_pneumonia_118.png,5800,13837,2,12249,11253,0,6409,15986,2
transformed_image_pneumonia_119.png,7968,8746,0,8279,16366,0,7681,16496,2
transformed_image_pneumonia_120.png,5274,14759,3,10617,10570,0,6844,17469,2
transformed_image_pneumonia_121.png,6088,13326,0,11692,11379,0,7012,16039,2
transformed_image_pneumonia_122.png,5476,13588,1,11509,11837,0,7302,15823,2
transformed_image_pneumonia_123.png,5917,14771,1,9881,13081,2,8614,13269,2
transformed_image_pneumonia_124.png,9068,7543,1,10610,14148,0,5836,18330,2
transformed_image_pneumonia_125.png,6850,19822,62,5485,5764,0,7315,20238,2
transformed_image_pneumonia_126.png,6786,10659,1,10616,13139,0,7469,16866,2
transformed_image_pneumonia_127.png,8087,10346,1,9059,12464,0,7471,18108,2
transformed_image_pneumonia_128.png,6238,14640,0,11797,11121,0,7233,14507,2
transformed_image_pneumonia_129.png,8835,8022,0,12129,13411,0,7334,15805,2
transformed_image_pneumonia_130.png,5758,12224,1,11263,13205,0,8105,14980,2
transformed_image_pneumonia_131.png,2516,15237,0,9538,15899,0,8991,13355,2
transformed_image_pneumonia_132.png,3323,14586,1,10227,14875,0,8293,14231,2
transformed_image_pneumonia_133.png,5993,11543,1,12063,13401,0,6996,15539,2
transformed_image_pneumonia_134.png,6117,14330,3,11731,10117,0,8488,14750,2
transformed_image_pneumonia_135.png,6335,15245,1,8722,13687,0,8331,13215,2
transformed_image_pneumonia_136.png,6262,9695,1,12490,14764,0,6527,15797,2
transformed_image_pneumonia_137.png,8765,14549,0,12418,7040,0,7247,15517,2
transformed_image_pneumonia_138.png,6636,11887,0,10072,14533,0,7450,14958,2
transformed_image_pneumonia_139.png,8564,10460,1,8308,16302,0,7857,14044,2
transformed_image_pneumonia_140.png,7211,9151,12,7033,15169,0,9568,17392,2
transformed_image_pneumonia_141.png,5914,10287,1,12898,13999,0,7318,15119,2
transformed_image_pneumonia_142.png,6714,11644,0,15497,11080,0,4747,15854,2
transformed_image_pneumonia_143.png,6426,9625,5,10935,14568,0,7415,16562,2
transformed_image_pneumonia_144.png,4896,16091,8,7533,10706,0,7990,18312,2
transformed_image_pneumonia_145.png,11196,11606,2,10012,8072,0,5339,19309,2
transformed_image_pneumonia_146.png,5957,13358,1,10539,11822,0,9598,14261,2
transformed_image_pneumonia_147.png,7353,16486,7,11960,6532,0,7576,15622,2
transformed_image_pneumonia_148 (1).png,6768,13543,0,10148,12910,0,7500,14667,2
transformed_image_pneumonia_148.png,6768,13543,0,10148,12910,0,7500,14667,2
transformed_image_pneumonia_149 (1).png,6882,10133,0,11399,15132,0,8253,13737,2
transformed_image_pneumonia_149.png,6882,10133,0,11399,15132,0,8253,13737,2
transformed_image_pneumonia_150 (1).png,6843,11816,0,9218,12834,0,8529,16296,2
transformed_image_pneumonia_150.png,6843,11816,0,9218,12834,0,8529,16296,2
transformed_image_pneumonia_151 (1).png,5175,17295,0,11489,8886,0,7200,15491,2
transformed_image_pneumonia_151.png,5175,17295,0,11489,8886,0,7200,15491,2
transformed_image_pneumonia_152 (1).png,7426,13732,0,11131,11301,0,8092,13854,2
transformed_image_pneumonia_152.png,7426,13732,0,11131,11301,0,8092,13854,2
transformed_image_pneumonia_153 (1).png,6776,13394,0,10678,12895,0,8456,13337,2
transformed_image_pneumonia_153.png,6776,13394,0,10678,12895,0,8456,13337,2
transformed_image_pneumonia_154 (1).png,6919,10551,0,9004,14602,0,7865,16595,2
transformed_image_pneumonia_154.png,6919,10551,0,9004,14602,0,7865,16595,2
transformed_image_pneumonia_155.png,11694,15255,2,9874,4384,0,7272,17055,2
transformed_image_pneumonia_156.png,6155,11912,0,8286,14861,0,9558,14764,2
transformed_image_pneumonia_157.png,9203,15422,10,11556,5131,0,5915,18299,2
transformed_image_pneumonia_158.png,6188,12044,1,10984,12110,0,7194,17015,2
transformed_image_pneumonia_159.png,7643,14835,1,11651,7749,0,6284,17373,2
transformed_image_pneumonia_160.png,8188,12214,0,11810,10444,0,11014,11866,2
transformed_image_pneumonia_161.png,6271,9430,1,13656,13330,0,6679,16169,2
transformed_image_pneumonia_162.png,7176,16977,1,8996,7760,0,6518,18108,2
transformed_image_pneumonia_163.png,9820,14625,2,10214,6394,0,4956,19525,2
transformed_image_pneumonia_164.png,6989,12750,0,12414,11289,0,10211,11883,2
transformed_image_pneumonia_165.png,9227,11659,1,13717,9755,0,6854,14323,2
transformed_image_pneumonia_166.png,7519,13698,0,10295,7396,0,14644,11984,2
transformed_image_pneumonia_167.png,7234,11944,1,12871,10695,0,11670,11121,2
transformed_image_pneumonia_168.png,5794,10879,1,10594,13561,0,8505,16202,2
transformed_image_pneumonia_169.png,6874,13098,0,9904,13640,0,8114,13906,2
transformed_image_pneumonia_170.png,7891,10287,0,11176,12613,0,7852,15717,2
transformed_image_pneumonia_171.png,7222,12150,2,5906,14458,0,10972,14826,2
transformed_image_pneumonia_172.png,5989,18958,12,8048,7563,0,7222,17744,2
transformed_image_pneumonia_173.png,7566,10887,1,13932,10666,0,7749,14735,2
transformed_image_pneumonia_174.png,7342,13171,2,11802,11408,0,7182,14629,2
transformed_image_pneumonia_175.png,7395,15423,0,9106,8374,0,13398,11840,2
transformed_image_pneumonia_176.png,6144,15117,0,9687,14209,0,7388,12991,2
transformed_image_pneumonia_177.png,7306,11923,0,9430,15568,0,7176,14133,2
transformed_image_pneumonia_178.png,4843,13816,0,9299,14421,0,9496,13661,2
transformed_image_pneumonia_179.png,5456,13304,0,12294,12000,0,7032,15450,2
transformed_image_pneumonia_180.png,7178,8953,6,13066,15180,0,6895,14258,2
transformed_image_pneumonia_181.png,11727,5041,10,11167,13302,0,4888,19401,2
transformed_image_pneumonia_182.png,3155,16542,2,10181,13066,0,9100,13490,2
transformed_image_pneumonia_183.png,4278,15395,1,8845,15890,0,7597,13530,2
transformed_image_pneumonia_184.png,5390,10872,0,12067,13016,0,4888,19303,2
transformed_image_pneumonia_185.png,5763,16956,2,11130,8404,0,7153,16128,2
transformed_image_pneumonia_186.png,8158,7285,3,12175,14903,0,8532,14480,2
transformed_image_pneumonia_187.png,3814,18204,0,7688,15695,0,8114,12021,2
transformed_image_pneumonia_188.png,5050,14966,8,9002,13757,1,9834,12918,2
transformed_image_pneumonia_189.png,6582,12019,1,9842,13740,0,8872,14480,2
transformed_image_pneumonia_190.png,6069,14127,1,9768,12521,0,9511,13539,2
transformed_image_pneumonia_191.png,7049,8762,21,6367,16220,0,8834,18283,2
transformed_image_pneumonia_192.png,10094,8152,2,11475,12391,0,6985,16437,2
transformed_image_pneumonia_193.png,5100,14002,0,10055,14463,0,7667,14249,2
transformed_image_pneumonia_194.png,4220,11741,1,12833,15021,0,6588,15132,2
transformed_image_pneumonia_195.png,4596,14193,0,10879,14519,0,4688,16661,2
transformed_image_pneumonia_196.png,5228,12307,1,10410,13291,0,6640,17659,2
transformed_image_pneumonia_197.png,6620,15837,3,10327,10787,1,8446,13515,2
transformed_image_pneumonia_198.png,5897,11640,2,11912,13286,0,7210,15589,2
transformed_image_pneumonia_199.png,8815,14438,1,10745,8566,1,11853,11117,2
transformed_image_pneumonia_200.png,5214,13616,0,11811,11924,0,7281,15690,2
transformed_image_pneumonia_201.png,4382,20079,6,6261,8869,0,7568,18371,2
transformed_image_pneumonia_202.png,15723,11737,6,5613,4777,0,7256,20424,2
transformed_image_pneumonia_203.png,6421,14114,0,3157,11688,0,17898,12258,2
transformed_image_pneumonia_204.png,11483,5557,0,12119,12911,0,7139,16327,2
transformed_image_pneumonia_205.png,7124,9673,0,9181,15192,0,8542,15824,2
transformed_image_pneumonia_206.png,6732,8371,0,12319,14645,0,6810,16659,2
transformed_image_pneumonia_207.png,5542,13191,0,11370,12123,0,6770,16540,2
transformed_image_pneumonia_208.png,5766,12366,0,10154,12477,0,5870,18903,2
transformed_image_pneumonia_209.png,7273,11672,0,11316,12041,0,6579,16655,2
transformed_image_pneumonia_210.png,5519,13946,1,10930,10940,0,8791,15409,2
transformed_image_pneumonia_211.png,6886,14836,2,8749,10474,0,9314,15275,2
transformed_image_pneumonia_212.png,5705,16279,4,10699,9441,0,5536,17872,2
transformed_image_pneumonia_213.png,6995,16645,0,9689,10786,0,8425,12996,2
transformed_image_pneumonia_214.png,4805,12254,3,11470,13911,0,8442,14651,2
transformed_image_pneumonia_215.png,8802,9230,0,9321,15205,0,7822,15156,2
transformed_image_pneumonia_216.png,5784,13079,2,11881,12501,0,7101,15188,2
transformed_image_pneumonia_217.png,5834,13098,0,11752,12478,0,8293,14081,2
transformed_image_pneumonia_218.png,4643,13261,0,11698,13363,0,8427,14144,2
transformed_image_pneumonia_219.png,4685,13228,1,11632,16659,0,5964,13367,2
transformed_image_pneumonia_220.png,5349,12385,18,9674,12232,0,7803,18075,2
transformed_image_pneumonia_221.png,7039,9550,4,12329,15001,0,4497,17116,2
transformed_image_pneumonia_222.png,14415,12524,0,10123,4453,0,5821,18200,2
transformed_image_pneumonia_223.png,6964,14879,0,10991,10913,2,8635,13152,2
transformed_image_pneumonia_224.png,7558,12541,3,9107,11503,0,7830,16994,2
transformed_image_pneumonia_225.png,7421,14880,5,9550,11872,2,8191,13615,2
transformed_image_pneumonia_226.png,5763,12906,26,10705,11234,0,5780,19122,2
transformed_image_pneumonia_227.png,6951,10655,3,9692,13657,0,6971,17607,2
transformed_image_pneumonia_228.png,8442,7211,44,10050,14817,0,7593,17379,2
transformed_image_pneumonia_229.png,8330,7915,0,12156,14765,0,6870,15500,2
transformed_image_pneumonia_230.png,4292,17262,1,8048,14289,0,8245,13399,2
transformed_image_pneumonia_231.png,3398,18422,0,7005,10230,0,11992,14489,2
transformed_image_pneumonia_232.png,7515,15512,0,9913,5160,1,16359,11076,2
transformed_image_pneumonia_233.png,6176,13205,2,11591,12015,0,4278,18269,2
transformed_image_pneumonia_234.png,6302,15914,2,9091,8883,0,6790,18554,2
transformed_image_pneumonia_235.png,6830,7996,1,13298,16046,0,7135,14230,2
transformed_image_pneumonia_236.png,6815,9950,3,11618,13248,0,9115,14787,2
transformed_image_pneumonia_237.png,5085,12594,12,9437,14163,0,8541,15704,2
transformed_image_pneumonia_238.png,6643,11802,4,11282,12938,0,7073,15794,2
transformed_image_pneumonia_239.png,7749,14172,7,9464,9325,0,5609,19210,2
transformed_image_pneumonia_240.png,6465,9143,2,13806,15329,0,6871,13920,2
transformed_image_pneumonia_241.png,5598,11094,0,13702,13744,0,6724,14674,2
transformed_image_pneumonia_242.png,5667,14355,24,11555,12320,0,6726,14889,2
transformed_image_pneumonia_243.png,5783,16950,2,9486,12320,0,9641,11354,2
transformed_image_pneumonia_244.png,6608,10595,1,10848,14958,0,7333,15193,2
transformed_image_pneumonia_245.png,6220,10335,3,11314,14707,1,7599,15357,2
transformed_image_pneumonia_246.png,10069,7659,3,12564,12332,0,5270,17639,2
transformed_image_pneumonia_247.png,7559,10921,5,4388,13801,0,8968,19894,2
transformed_image_pneumonia_248.png,6841,9179,2,9828,15179,0,8101,16406,2
transformed_image_pneumonia_249.png,6329,13306,0,11721,12071,0,6637,15472,2
transformed_image_pneumonia_250.png,6329,13306,0,11721,12071,0,6637,15472,2
transformed_image_pneumonia_251.png,6295,15026,0,12170,12448,0,7845,11752,2
transformed_image_pneumonia_252.png,5479,14741,2,9126,15218,3,8520,12447,2
transformed_image_pneumonia_253.png,5486,14573,1,11653,12330,0,7441,14052,2
transformed_image_pneumonia_254.png,9168,15516,6,10538,5653,2,10573,14080,2
transformed_image_pneumonia_255.png,11629,8100,1,10044,12479,0,8369,14914,2
transformed_image_pneumonia_256.png,5359,12441,0,11226,14380,0,7957,14173,2
transformed_image_pneumonia_257.png,6993,8990,7,12178,15261,0,6821,15286,2
transformed_image_pneumonia_258.png,5504,14490,5,10963,10369,0,7132,17073,2
transformed_image_pneumonia_259.png,7783,15532,0,11568,9855,0,10284,10514,2
transformed_image_pneumonia_260.png,5686,16932,0,8133,13940,1,8999,11845,2
transformed_image_pneumonia_261.png,5513,13826,5,9848,12526,0,8718,15100,2
transformed_image_pneumonia_262.png,5729,14118,9,9412,13137,0,9693,13438,2
transformed_image_pneumonia_263.png,5217,17431,0,7797,4570,2,19830,10689,2
transformed_image_pneumonia_264.png,6870,9476,0,13201,14712,0,6463,14814,2
transformed_image_pneumonia_265.png,17847,12148,4,8133,2188,0,5028,20188,2
transformed_image_pneumonia_266.png,3912,13474,2,11458,13892,0,7590,15208,2
transformed_image_pneumonia_267.png,10099,7497,2,11205,13245,0,7218,16270,2
transformed_image_pneumonia_268.png,5175,17344,0,10956,9409,0,6751,15901,2
transformed_image_pneumonia_269.png,7703,14064,2,10725,10589,0,8948,13505,2
transformed_image_pneumonia_270.png,4538,16999,0,7678,14719,1,8867,12734,2
transformed_image_pneumonia_271.png,5154,16136,1,8334,14453,1,8269,13188,2
transformed_image_pneumonia_272.png,4732,13345,1,11161,13016,0,7952,15329,2
transformed_image_pneumonia_273.png,5440,13379,0,10780,13900,1,8395,13641,2
transformed_image_pneumonia_274.png,7144,9894,0,11353,14880,0,7301,14964,2
transformed_image_pneumonia_275.png,4652,14354,0,10720,15416,0,7311,13083,2
transformed_image_pneumonia_276.png,8297,14827,1,11006,9181,0,10677,11547,2
transformed_image_pneumonia_277.png,5993,11604,0,10885,13619,0,8947,14488,2
transformed_image_pneumonia_278.png,4738,13764,0,10810,12330,0,6569,17325,2
transformed_image_pneumonia_279.png,5433,13943,0,10883,13723,0,8626,12928,2
transformed_image_pneumonia_280.png,8888,14153,2,12033,8906,0,9111,12443,2
transformed_image_pneumonia_281.png,9719,6775,0,8705,15921,0,6415,18001,2
transformed_image_pneumonia_282.png,15975,9345,13,9310,5639,0,3860,21394,2
transformed_image_pneumonia_283.png,6022,10579,2,11726,13536,0,7198,16473,2
transformed_image_pneumonia_284.png,6967,14894,0,8893,12472,0,8471,13839,2
transformed_image_pneumonia_285.png,7450,9085,0,13324,15130,0,7232,13315,2
transformed_image_pneumonia_286.png,6180,14415,0,11191,10697,0,7542,15511,2
transformed_image_pneumonia_287.png,6283,16035,0,8507,9273,0,12421,13017,2
transformed_image_pneumonia_288.png,5577,12300,0,12251,14292,0,7849,13267,2
transformed_image_pneumonia_289.png,6972,9186,1,9291,15914,0,8360,15812,2
transformed_image_pneumonia_290.png,6744,9825,0,11110,14906,0,8060,14891,2
transformed_image_pneumonia_291.png,5252,16536,0,8256,13824,0,9386,12282,2
transformed_image_pneumonia_292.png,6930,16200,0,8720,3781,0,18023,11882,2
transformed_image_pneumonia_293.png,5627,16984,0,8131,12077,0,11326,11391,2
transformed_image_pneumonia_294.png,6620,12137,1,8697,13595,0,8158,16328,2
transformed_image_pneumonia_295.png,6620,12137,1,8697,13595,0,8158,16328,2
transformed_image_pneumonia_296.png,5834,12244,1,9917,13381,0,8634,15525,2
transformed_image_pneumonia_297.png,7276,9621,1,11887,12678,0,6614,17459,2
transformed_image_pneumonia_298.png,6875,9659,0,9600,13990,0,5036,20376,2
transformed_image_pneumonia_299.png,4941,17020,0,8392,13704,2,9019,12458,2
transformed_image_pneumonia_300.png,16095,5570,4,6344,11466,0,8414,17643,2
transformed_image_pneumonia_301.png,9847,8741,0,4989,14149,0,11352,16458,2
transformed_image_pneumonia_302.png,8154,6379,0,14708,15260,0,7199,13836,2
transformed_image_pneumonia_303.png,5592,14795,4,8856,10570,0,8730,16989,2
transformed_image_pneumonia_304.png,6208,11358,0,13017,11856,0,8541,14556,2
transformed_image_pneumonia_305.png,7418,14554,0,12964,8298,0,7025,15277,2
transformed_image_pneumonia_306.png,5442,17575,5,8425,8277,0,7622,18190,2
transformed_image_pneumonia_307.png,6079,12774,9,13091,11017,0,6992,15574,2
transformed_image_pneumonia_308.png,6113,12862,0,9666,14806,0,9508,12581,2
transformed_image_pneumonia_309.png,6301,11948,0,9965,13061,0,6288,17973,2
transformed_image_pneumonia_310.png,7062,15376,0,12300,7704,0,7833,15261,2
transformed_image_pneumonia_311.png,6024,10969,1,11749,14488,0,7725,14580,2
transformed_image_pneumonia_312.png,6595,12083,0,7523,15986,0,9805,13544,2
transformed_image_pneumonia_313.png,6975,10932,0,12303,14014,0,6785,14527,2
transformed_image_pneumonia_314.png,8104,10736,1,15518,10313,0,5725,15139,2
transformed_image_pneumonia_315.png,6896,11245,0,13828,11617,0,6447,15503,2
transformed_image_pneumonia_316.png,6203,12411,4,11419,11801,0,8088,15610,2
transformed_image_pneumonia_317.png,6335,12780,0,13324,10724,0,6642,15731,2
transformed_image_pneumonia_318.png,11772,10629,19,9061,9271,0,3819,20965,2
transformed_image_pneumonia_319.png,7992,7176,0,13763,14515,0,7065,15025,2
transformed_image_pneumonia_320.png,15092,9574,18,9497,5983,0,5821,19551,2
transformed_image_pneumonia_321.png,6929,14978,0,10608,11704,0,7671,13646,2
transformed_image_pneumonia_322.png,5126,16149,0,10640,9640,0,6903,17078,2
transformed_image_pneumonia_323.png,7854,12273,0,11430,10322,0,10798,12859,2
transformed_image_pneumonia_324.png,7299,10271,13,9082,15323,0,8895,14653,2
transformed_image_pneumonia_325.png,5656,14425,1,9280,12523,0,9629,14022,2
transformed_image_pneumonia_326.png,4943,15118,1,9104,11964,0,11565,12841,2
transformed_image_pneumonia_327.png,8688,10889,0,14137,10392,0,8084,13346,2
transformed_image_pneumonia_328.png,6525,12775,0,11225,14052,0,8025,12934,2
transformed_image_pneumonia_329.png,5561,10728,0,11936,14464,0,7797,15050,2
transformed_image_pneumonia_330.png,6582,13161,1,12424,9571,0,8622,15175,2
transformed_image_pneumonia_331.png,6096,12213,1,11527,11532,0,9133,15034,2
transformed_image_pneumonia_332.png,6034,16821,0,9558,8445,0,10359,14319,2
transformed_image_pneumonia_333.png,6293,10867,0,12620,13111,0,7356,15289,2
transformed_image_pneumonia_334.png,7597,12538,3,7232,9330,0,19199,9637,2
transformed_image_pneumonia_335.png,9363,13962,1,11946,6797,0,10603,12864,2
transformed_image_pneumonia_336.png,8057,8840,0,11719,16542,0,6638,13740,2
transformed_image_pneumonia_337.png,7637,11104,1,11971,11995,1,12282,10545,2
transformed_image_pneumonia_338.png,6245,12524,5,7203,12242,0,11681,15636,2
transformed_image_pneumonia_339.png,7170,13287,0,13372,8764,0,8717,14226,2
