filename,gkurto_bins0,gkurto_bins1,gkurto_bins2,gkurto_bins3,gkurto_bins4,gkurto_bins5,gkurto_bins6,gkurto_bins7,class
clean_np_38.jpg,1.5277418994321441,0,0,0,0,0,0,4.695608126155033,0
clean_np_39.jpg,1.4124209442739302,0,0,0,0,0,0,8.005989258434939,0
clean_np_40.jpg,1.589215967357009,0,0,0,0,0,0,7.134872484698745,0
clean_np_41.jpg,1.5702244120427697,0,0,0,0,0,0,5.480375314014102,0
clean_np_42.jpg,1.5457571970403132,0,0,0,0,0,0,7.116361929967637,0
clean_np_43.jpg,1.5396493842278571,0,0,0,0,0,0,9.656454242745285,0
clean_np_44.jpg,1.5918642050336262,0,0,0,0,0,0,6.657690510329571,0
clean_np_45.jpg,1.4979923033679468,0,0,0,0,0,0,6.039706608842519,0
clean_np_46.jpg,1.4408358755434263,0,0,0,0,0,0,7.821796677753936,0
clean_np_47.jpg,1.4832218979333671,0,0,0,0,0,0,6.061918756378783,0
clean_np_48.jpg,1.4024255889595003,0,0,0,0,0,0,5.362166965113068,0
clean_np_49.jpg,1.5443726984933808,0,0,0,0,0,4.253020572355142,5.743103614031348,0
clean_np_50.jpg,1.430358327229635,0,0,0,0,0,0,6.367539936802577,0
clean_np_51.jpg,1.565075894675668,0,0,0,0,0,0,5.552538744063891,0
clean_np_52.jpg,1.3551748976711087,0,0,0,0,0,0,6.479027352173167,0
clean_np_53.jpg,1.610886631347321,0,0,0,0,0,0,5.90979486692853,0
clean_np_54.jpg,1.5624984359914338,0,0,0,0,0,0,5.805508603501452,0
clean_np_55.jpg,1.478835365455733,0,0,0,0,0,0,7.945699100201404,0
clean_np_56.jpg,1.4275114852475095,0,0,0,0,0,0,7.302188320633646,0
clean_np_57.jpg,1.5143779800901471,0,0,0,0,0,0,6.000156200815786,0
clean_np_58.jpg,1.5035150649250555,0,0,0,0,0,0,5.447789805112482,0
clean_np_59.jpg,1.5034139720819995,0,0,0,0,0,0,5.598720434145592,0
clean_np_60.jpg,1.4483763162993577,0,0,0,0,0,0,10.926831777103217,0
clean_np_61.jpg,1.3962730698279548,0,0,0,0,0,0,7.0967925318625955,0
clean_np_62.jpg,1.5052272145180325,0,0,0,0,0,0,5.9199273411106885,0
clean_np_63.jpg,1.5328731386749455,0,0,0,0,0,0,7.149293454339205,0
clean_np_64.jpg,1.4123190931338971,0,0,0,0,0,0,6.007168378855642,0
clean_np_65.jpg,1.4965690143433885,0,0,0,0,0,0,4.795796005002387,0
clean_np_66.jpg,1.6547090003411855,0,0,0,0,0,0,7.612855569158422,0
clean_np_67.jpg,1.570229117312426,0,0,0,0,0,0,4.639371246484533,0
clean_np_68.jpg,1.6357879759393192,0,0,0,0,0,0,9.739369017074115,0
clean_np_69.jpg,1.5326607284640945,0,0,0,0,0,0,8.758170379915423,0
clean_np_70.jpg,1.5620757507845038,0,0,0,0,0,0,8.89422855180097,0
clean_np_71.jpg,1.5553582818137428,0,0,0,0,0,0,6.747665481584895,0
clean_np_72.jpg,1.5059586265682057,0,0,0,0,0,0,3.590931668237406,0
clean_np_73.jpg,1.4653763220278713,0,0,0,0,4.311279014030585,0,13.662302894593836,0
clean_np_74.jpg,1.5727809364923826,0,0,0,0,0,1.2613446228805718,13.354310661631821,0
clean_np_75.jpg,1.4456190674121845,0,0,0,0,0,0,6.631013007387113,0
clean_np_76.jpg,1.530984070872759,0,0,0,0,0.7491698618985771,0,13.962572888579764,0
clean_np_77.jpg,1.5408225433009595,0,0,0,0,0,0,4.402007233366014,0
clean_np_78.jpg,1.6253798117895488,0,0,0,0,0,0,7.4790720302771705,0
clean_np_79.jpg,1.5561932241099339,0,0,0,0,0,0,5.99189736464095,0
clean_np_80.jpg,1.5179079279865477,0,0,0,0,0,0,6.573671195717126,0
clean_np_81.jpg,1.4996035156968508,0,0,0,0,0,0,8.993595998314053,0
clean_np_82.jpg,1.5591318711777649,0,0,0,0,0,0,8.98356006931626,0
clean_np_83.jpg,1.5764105682419776,0,0,0,0,0,0,14.920142817002363,0
clean_np_84.jpg,1.5152291260581294,0,0,0,0,0,0,9.753416245641331,0
clean_np_85.jpg,1.4262248703305413,0,0,0,0,0,0,12.817090138900898,0
clean_np_86.jpg,1.7244600072107534,0,0,0,0,0,0.0,4.373988519056277,0
clean_np_87.jpg,1.536739701100805,0,0,0,0,0,0,6.985895264116925,0
clean_np_88.jpg,1.501191451809363,0,0,0,0,0,0,8.108668775380199,0
clean_np_89.jpg,1.4156641401902728,0,0,0,0,0,0,9.123547228861481,0
clean_np_90.jpg,1.4010547506410194,0,0,0,0,0,0,6.5360170491806455,0
clean_np_91.jpg,1.3709557778786776,2.5226892457611436,0,0,0,5.067936059452599,0,19.663663881407324,0
clean_np_92.jpg,1.6788690658342957,0,0,0,0,0,0,6.589527629775822,0
clean_np_93.jpg,1.5713100469469037,0,0,0,0,0,0,8.114247898891605,0
clean_np_94.jpg,1.5789034992556368,0,0,0,0,0,0,11.509274439010225,0
clean_np_95.jpg,1.5912170097331142,0,0,0,0,0,0.0,7.8145448521143335,0
clean_np_96.jpg,1.5852963406548932,0,0,0,0,0,0,8.984589828882886,0
clean_np_97.jpg,1.5654916663982623,0,0,0,0,0,0,6.492384640538454,0
clean_np_98.jpg,1.6133219113640307,0,0,0,0,0,0,9.3278245156909,0
clean_np_99.jpg,1.5367187902804247,0,0,0,0,0,0,8.498161045162666,0
clean_np_100.jpg,1.4901199867693575,0,0,0,0,0,0,9.185637073409909,0
clean_np_101.jpg,1.5473195441082144,0,0,0,0,0,0,4.093300151184327,0
clean_np_102.jpg,1.5733316100380124,0,0,0,0,0,0,9.80768748875519,0
clean_np_103.jpg,1.517635279886626,0,0,0,0,0,0,7.509877009288773,0
clean_np_104.jpg,1.6034277975801288,0,0,0,0,0,0.0,5.213677481680146,0
clean_np_105.jpg,1.4647361941167532,0,0,0,0,0,0,7.448863332815752,0
clean_np_106.jpg,1.6144378636410417,0,0,0,0,0,0,4.7054322855122654,0
clean_np_107.jpg,1.495218178844159,0,0,0,0,0,0,7.782522460312085,0
clean_np_108.jpg,1.6590474076143527,0,0,0,0,0,0,8.106640540371702,0
clean_np_109.jpg,1.5159979283528573,0,0,0,0,0,0,7.453878399967199,0
clean_np_110.jpg,1.4988626957869482,0,0,0,0,0,0,7.816549563725254,0
clean_np_111.jpg,1.4779555271953966,0,0,0,0,0,0,6.2239387650196445,0
clean_np_112.jpg,1.5197820132027064,0,0,0,0,0,0,9.282317792856249,0
clean_np_113.jpg,1.525784735676844,0,0,0,0,0,0,6.802142238294114,0
clean_np_114.jpg,1.5379687677674012,0,0,0,0,0,0,8.528554823326658,0
clean_np_115.jpg,1.3270335014952452,0,0,0,0,0,0,10.293096914548453,0
clean_np_116.jpg,1.5797050969882682,0,0,0,0,0,0,6.270614784307192,0
clean_np_117.jpg,1.5953883821032264,0,0,0,0,0,0,9.799639701145828,0
clean_np_118.jpg,1.5633708350874782,0,0,0,0,0,0,11.859423878350343,0
clean_np_119.jpg,1.431820411482881,0,0,0,0,0,0,13.364371658507016,0
clean_np_120.jpg,7.364605919086033,32.49008535120366,0,0,0,22.691306705670133,0,8.277529759904747,0
clean_np_121.jpg,1.5689856148936545,0,0,0,0,0,0,7.481649137695676,0
clean_np_122.jpg,1.5515527286080018,0,0,0,0,0,0,6.972581786271823,0
clean_np_123.jpg,1.4814841731253419,0,0,0,0,0,0,4.4487040114569725,0
clean_np_124.jpg,1.50850829776678,0,0,0,0,0,0,7.268622779735113,0
clean_np_125.jpg,1.4508540373107817,0,0,0,0,0,0,7.8980919824327245,0
clean_np_126.jpg,1.4805573328316783,0,0,0,0,0,0,6.8215289166612445,0
clean_np_127.jpg,1.517426232247524,0,0,0,0,0,0,4.068290431918376,0
clean_np_128.jpg,1.550828549335245,0,0,0,0,0,0,6.555107062626023,0
clean_np_129.jpg,1.469424433215823,0,0,0,0,0,0,11.414167003825565,0
clean_np_130.jpg,1.5378222499475123,0,0,0,0,0,0,8.806657506495391,0
clean_np_131.jpg,1.5086412523723296,0,0,0,0,0,0,9.43118267045379,0
clean_np_132.jpg,1.5409423545709875,0,0,0,0,0,0,9.239994123042658,0
clean_np_133.jpg,1.6284531045256827,0,0,0,0,0,0,3.6838446872394295,0
clean_np_134.jpg,1.5569159708346405,0,0,0,0,0,0,7.18429745777737,0
clean_np_135.jpg,1.6504498179253368,0,0,0,0,0,0,6.537453181494606,0
clean_np_136.jpg,1.5368921631398076,0,0,0,0,0,0,8.23541924401486,0
clean_np_137.jpg,1.5311696603396612,0,0,0,0,0,0,4.5781778121886525,0
clean_np_138.jpg,1.5871196719590681,0,0,0,0,0,0,4.982143335116757,0
clean_np_139.jpg,1.6660157220233174,0,0,0,0,0,0,7.0853756989538415,0
clean_np_140.jpg,1.479236716179081,0,0,0,0,0,0,33.90582571520251,0
clean_np_141.jpg,1.614125447712395,0,0,0,0,1.3453475756975113,0,36.93682475231823,0
clean_np_142.jpg,1.421777391015226,0,0,0,0,1.729286065563218,0,23.088349080377522,0
clean_np_143.jpg,1.3889017183319574,0,0,0,0,0,0,26.85266961565572,0
clean_np_144.jpg,1.46360313315476,0,0,0,0,0.9741329290244675,0,30.41684196904237,0
clean_np_145.jpg,1.4261551208121208,0,0,0,0,0,0,27.74454792602087,0
clean_np_146.jpg,1.3136675143220777,0,0,0,0,0,0,21.633411125950527,0
clean_np_147.jpg,1.542276961217027,0,0,0,0,4.372114189852399,2.6606770217454123,23.31334010088215,0
clean_np_148.jpg,1.4609817944944603,0,0,0,0,0,0,33.24330383670937,0
clean_np_149.jpg,1.3788877006105538,0,0,0,0,0,0,29.5059005553696,0
clean_np_150.jpg,1.5158498344990408,0,0,0,0,0,0,29.943475157673326,0
clean_np_151.jpg,1.4726309816223369,0,0,0,0,0,0,26.913644195035815,0
clean_np_152.jpg,1.4912579976478706,0,0,0,0,0,0,22.399459030221568,0
clean_np_153.jpg,1.3707469249102902,0,0,0,0,0,0,20.8585259300679,0
clean_np_154.jpg,1.48886076453345,0,0,0,0,0,0,26.577443384257194,0
clean_np_155.jpg,1.6775238762507012,0,4.074954905130418,0,0,0,8.247500239378367,22.432543767543056,0
clean_np_156.jpg,1.4898840104837314,0,0,0,0,0,0,27.619602676992603,0
clean_np_157.jpg,16.249997466450782,0.0,0,0,0,3.8405278602706887,0,24.833133527668682,0
clean_np_158.jpg,1.5543424872982354,0,0,0,0,0,0,28.532696063098875,0
clean_np_159.jpg,1.4760294105127019,0,0,0,0,0,0,27.715889074614115,0
clean_np_160.jpg,1.511099661174745,0,0,0,0,0,0,23.948823747484766,0
clean_np_161.jpg,1.5491696900940302,0,0,0,0,0,0,30.125210146958455,0
clean_np_162.jpg,1.5504321185634666,0,0,0,0,0,0,21.766647842456976,0
clean_np_163.jpg,1.5479071799753474,0,0,0,0,0,0,33.6183320167694,0
clean_np_164.jpg,1.3348298821493747,0,0,0,0,0,0,21.704178973568624,0
clean_np_165.jpg,1.4055686090689834,0,0,0,0,0,0,33.45173952929928,0
clean_np_166.jpg,1.4320930710164586,0,0,0,0,0,0,25.559131564745787,0
clean_np_167.jpg,1.481515557679669,0,0,0,0,0,0,23.667328921284003,0
clean_np_168.jpg,1.5739824239427298,0,0,0,0,0,0,25.407283671440418,0
clean_np_169.jpg,1.3872119187245986,0,0,0,0,1.6317054193457896,0,25.253828076008443,0
clean_np_170.jpg,1.4212527962852295,0,0,0,0,0,0,24.52009508888759,0
clean_np_171.jpg,1.623811326637697,0,0,0,0,0,0,39.52578577789939,0
clean_np_172.jpg,1.517767369938298,0,0,0,0,0.0,0,33.89717788385815,0
clean_np_173.jpg,1.3715622580258886,0,0,0,0,0,0.0,33.378379218289695,0
clean_np_174.jpg,1.592093209213635,0,0,0,0,0,0,36.555998912662176,0
clean_np_175.jpg,1.442992647463192,0,0,0,0,0,0,31.385783580100842,0
clean_np_176.jpg,1.629093737206443,0,0,0,0,0.8372748965268644,0,33.806358841449,0
clean_np_177.jpg,1.5077339460246513,0,0,0,0,0,0,35.1465055279781,0
clean_np_178.jpg,1.4430169992561512,0,0,0,0,0.953998188772495,0,32.55798267602705,0
clean_np_179.jpg,1.441573170066084,0,0,0,0,0,0,23.733999321807975,0
clean_np_180.jpg,1.431504092827845,0,0,0,0,0,0,29.7189668556503,0
clean_np_181.jpg,1.3350969355513802,0,0,0,0,0,0,24.145025763508915,0
clean_np_182.jpg,1.4544768299049402,0,0,0,0,0,0.0,31.521684108789223,0
clean_np_183.jpg,1.4781200232172915,0,0,0,0,0,0,22.458096686718385,0
clean_np_184.jpg,1.5089891628886867,0,0,0,0,0,0,34.91267751134443,0
clean_np_185.jpg,1.4358718127020647,0,0,0,0,0,0,28.08760164048439,0
clean_np_186.jpg,1.4633759122850007,0,0,0,0,0,0,26.54141671573989,0
clean_np_187.jpg,1.4941822800658686,0,0,0,0,0,0,30.89958332892238,0
clean_np_188.jpg,1.405091340398722,0,0,0,0,0,0,26.05914829926555,0
clean_np_189.jpg,1.4685551372415813,0,0,0,0,0,0,30.577558354499267,0
clean_np_190.jpg,1.5007085877953337,0,0,0,0,0,0,32.63917545481037,0
clean_np_191.jpg,1.5801213942935968,0,0,0,0,0,0,32.34260562282237,0
clean_np_192.jpg,1.383368748613809,0,0,0,0,0,0.0,26.35344824814813,0
clean_np_193.jpg,1.5481023660989992,0,0,0,0,0,0,24.70686105183025,0
clean_np_194.jpg,1.2956955890485413,0,0,0,0,0,0,18.825298440959866,0
clean_np_195.jpg,1.5021636609383724,0,0,0,0,0,0,28.19193379647936,0
clean_np_196.jpg,1.3666411768517095,0,0,0,0,0,0,27.15392286028896,0
clean_np_197.jpg,1.4514316264197331,0,0,0,0,0.5524007260036914,0,27.32165736828798,0
clean_np_198.jpg,1.333019667564449,0,0,0,0,0,0,21.24750147638941,0
clean_np_199.jpg,1.47515442501126,0,0,0,0,0,0,24.690347722758766,0
clean_np_200.jpg,1.410806239429368,0,0,0,0,0,0,27.184017793623074,0
clean_np_201.jpg,1.4290258871402588,0,0,0,0,0,0,29.211833750818275,0
clean_np_202.jpg,1.3976441957801216,0,0,0,0,0,0,26.306271647071707,0
clean_np_203.jpg,1.5586071907152848,0,0,0,0,0,0,26.427921902362883,0
clean_np_204.jpg,1.4793741782245948,0,0,0,0,0,0,26.718399448578886,0
clean_np_205.jpg,1.4964279819688175,0,0,0,0,0,0,22.914717857517473,0
clean_np_206.jpg,1.5303490897555194,0,0,0,0,0,9.352795095011246,28.69100429658243,0
clean_np_207.jpg,1.3217400008827196,0,0,0,0,0,0,24.40417995308906,0
clean_np_208.jpg,1.582990044230982,0,0,0,0,0,0,7.836610448117124,0
clean_np_209.jpg,1.4583713589432188,0,0,0,0,4.502502103067909,0,9.622317763408622,0
clean_np_210.jpg,1.4866409518762302,0,0,0,0,0,0,7.553634549539518,0
clean_np_211.jpg,1.4606450337576695,0,0,0,0,0.0,0,9.037681288961647,0
clean_np_212.jpg,1.5505925964321496,0,0,0,0,0,0,7.379186755615138,0
clean_np_213.jpg,1.49231549393371,0,0,0,0,0,0,10.06189618327477,0
clean_np_214.jpg,1.4745597239210686,0,0,0,0,0,0,8.947968538739586,0
clean_np_215.jpg,1.3371760997249185,0,0,0,0,0,0,9.06120737261561,0
clean_np_216.jpg,1.666207950886848,0,0,0,0,0,0,7.37717947149189,0
clean_np_217.jpg,1.5496223119206662,0,0,0,0,0,0,8.761095183319977,0
clean_np_218.jpg,12.214178175474153,13.341253037838788,0,0,21.228605515670854,37.553091124414365,0.0,18.031258343807703,0
clean_np_219.jpg,6.083543134344128,0.0,0,0,35.46665213922415,31.862198147846254,6.525631658725072,12.632727369584373,0
clean_np_220.jpg,1.631032965033658,0,0,0,0,0,0,8.701085034106828,0
clean_np_221.jpg,1.3888090271706277,0,0,0,0,0,0,8.925849046185261,0
clean_np_222.jpg,1.4679220755635363,0,0,0,0,0,0,8.208487279330273,0
clean_np_223.jpg,1.4244478619195875,0,0,0,0,0,0,9.88810422306774,0
clean_np_224.jpg,1.5163594376915808,0,0,0,0,0,0,11.68705049690348,0
clean_np_225.jpg,1.4991789472004862,0,0,0,0,0,0,11.61143879246713,0
clean_np_226.jpg,1.5025473421712987,0,0,0,0,0,0,7.9570602317198995,0
clean_np_227.jpg,1.5600809026780569,0,0,0,0,0,0,9.000633169192417,0
clean_np_228.jpg,1.5799967116121185,0,0,0,0,0,0,9.496055349652675,0
clean_np_229.jpg,1.5471862258540674,0,0,0,0,0,0,8.160115594754425,0
clean_np_230.jpg,1.4736593354503487,0,0,0,0,0,0,9.868781285729138,0
clean_np_231.jpg,1.5518395041581234,0,0,0,0,0,0,6.471046774484734,0
clean_np_232.jpg,1.4468592361076504,0,0,0,0,0,0,6.670811620401538,0
clean_np_233.jpg,1.4495560636941391,0,0,0,0,0,0,6.872517314942842,0
clean_np_234.jpg,1.4977021650577103,0,0,0,0,0,0,7.807396868754572,0
clean_np_235.jpg,1.5354944255270526,0,0,0,0,0,0,4.437928494959501,0
clean_np_236.jpg,1.5292138658233678,0,0,0,0,0,0,6.8082069594978485,0
clean_np_237.jpg,1.5996852134950375,0,0,0,0,0,0,8.790796828761797,0
clean_np_238.jpg,1.3890040113923907,0,0,0,0,0,0,11.49047350573165,0
clean_np_239.jpg,1.4121826383384286,0,0,0,0,0,0,8.54052465996821,0
clean_np_240.jpg,1.4186844366386824,0,0,0,0,0,0,10.855340396477876,0
clean_np_241.jpg,1.4960475740618628,0,0,0,0,0,0,7.370952135733616,0
clean_np_242.jpg,1.5445895519435107,0,0,0,0,0,0,5.8446401160638155,0
clean_np_243.jpg,1.4161806206299585,0,0,0,0,0,0,7.791005179357661,0
clean_np_244.jpg,1.478718170423814,0,0,0,0,0,0,7.558333857687926,0
clean_np_245.jpg,1.5154273522351536,0,0,0,0,0,0,6.2681613838794314,0
clean_np_246.jpg,1.466421394572604,0,0,0,0,0,0,4.594081391078512,0
clean_np_247.jpg,1.5806755609122711,0,0,0,0,0,0,8.536525995705686,0
clean_np_248.jpg,1.586159930502838,0,0,0,0,0,0,7.072609549510445,0
clean_np_249.jpg,1.5945935466639902,0,0,0,0,0,0,5.705059148945261,0
clean_np_250.jpg,1.4500167069844354,0,0,0,0,0,0,6.347855880071994,0
clean_np_251.jpg,1.4522873188610768,0,0,0,0,0,0,6.634843302819998,0
clean_np_252.jpg,1.5654698620302772,0,0,0,0,0,0,8.403583116873817,0
clean_np_253.jpg,1.433491698927475,0,0,0,0,0,0,9.71778994365784,0
clean_np_254.jpg,1.5357333404945672,0,0,0,0,0,0,6.970104178634213,0
clean_np_255.jpg,1.5618489400753357,0,0,0,0,0,0,8.133226677088093,0
clean_np_256.jpg,1.508955249780864,0,0,0,0,0,0,7.810840252345593,0
clean_np_257.jpg,1.512223438240774,0,0,0,0,0,0,6.727696332148697,0
clean_np_258.jpg,1.525315918778752,0,0,0,0,0,0,7.874991391751751,0
clean_np_259.jpg,1.4531796067917442,0,0,0,0,0,0,8.591424112444034,0
clean_np_260.jpg,1.4987085810078833,0,0,0,0,0,0,6.38178681615548,0
clean_np_261.jpg,1.5152913872543217,0,0,0,0,0,0,11.173014685794683,0
clean_np_262.jpg,1.5949211440372113,0,0,0,0,0,0,8.454777690150596,0
clean_np_263.jpg,1.438857666917611,0,0,0,0,0,0,7.596939207488644,0
clean_np_264.jpg,1.45940081765767,0,0,0,0,0,0,8.019926359273498,0
clean_np_265.jpg,1.4971003031031815,0,0,0,0,0,0,8.896139163736295,0
clean_np_266.jpg,1.557007109629594,0,0,0,0,0,0,9.765076145629035,0
clean_np_267.jpg,1.6318633815497143,0,0,0,0,0,0,9.003740962706187,0
clean_np_268.jpg,1.4813095969218422,0,0,0,0,0,0,7.8001314595755815,0
clean_np_269.jpg,1.444810290317821,0,0,0,0,0,0,7.369336411970317,0
clean_np_270.jpg,1.446994456759448,0,0,0,0,0,0,6.558288705308049,0
clean_np_271.jpg,1.4844232468422822,0,0,0,0,0,0,8.643356700578563,0
clean_np_272.jpg,1.4834603154794037,0,0,0,0,0,0,8.486859619233364,0
clean_np_273.jpg,1.4488491426610233,0,0,0,0,0,0,7.715546697191523,0
clean_np_274.jpg,1.48878534711105,0,0,0,0,0,0,7.009068263910328,0
clean_np_275.jpg,1.5074222189552746,0,0,0,0,0,0,7.822743462218633,0
clean_np_276.jpg,1.681609921927009,0,0,0,0,0,0,7.343516521884088,0
clean_np_277.jpg,1.5521794573915193,0,0,0,0,0,0,8.295511321043763,0
clean_np_278.jpg,1.5350685197515253,0,0,0,0,0,0,9.01832731487906,0
clean_np_279.jpg,1.5049957161450087,0,0,0,0,0,0,6.8233137595759406,0
clean_np_280.jpg,1.436426218781968,0,0,0,0,0,0,8.202147288599418,0
clean_np_281.jpg,1.5616443008643504,0,0,0,0,0,0,9.229176709877338,0
clean_np_282.jpg,1.5474446129194281,0,0,0,0,0,0,9.452865044880626,0
clean_np_283.jpg,1.511625558185205,0,0,0,0,0,0,7.116232661678197,0
clean_np_284.jpg,1.5420642450310866,0,0,0,0,0,0,8.888938879978603,0
clean_np_285.jpg,1.4639141974483347,0,0,0,0,0,0,9.765993182744417,0
clean_np_286.jpg,1.4846892702139343,0,0,0,0,0,0,9.314620228462246,0
clean_np_287.jpg,1.5745466804837398,0,0,0,0,0,0,11.117840421730614,0
clean_np_288.jpg,1.5381899384978925,0,0,0,0,0,0,9.846127532305568,0
clean_np_289.jpg,1.7270963968736048,0,0,0,0,0,0,7.736660019660903,0
clean_np_290.jpg,1.4372182633465957,0,0,0,0,0,0,9.33783422074045,0
clean_np_291.jpg,1.5488920211672457,0,0,0,0,0,0,7.187376039801358,0
clean_np_292.jpg,1.459233402444706,0,0,0,0,0,0,9.680073577318087,0
clean_np_293.jpg,1.6334016301967984,0,0,0,0,0,0,9.744160363547142,0
clean_np_294.jpg,1.5235171347628573,0,0,0,0,0,0,7.099841368521792,0
clean_np_295.jpg,1.720423745946734,0,0,0,0,0,0,8.09282947873975,0
clean_np_296.jpg,1.517023487510198,0,0,0,0,0,0,7.821485189500149,0
clean_np_297.jpg,1.5328556543870255,0,0,0,0,0,0,7.907578127799263,0
clean_np_298.jpg,1.656308958834799,0,0,0,0,0,0,8.356234155683836,0
clean_np_299.jpg,1.5674532999913606,0,0,0,0,0,0,7.81353545494477,0
clean_np_300.jpg,1.6167407678475538,0,0,0,0,0,0,7.305707438958391,0
clean_np_301.jpg,1.507322247689015,0,0,0,0,0,0,6.598125469287,0
clean_np_302.jpg,1.4647629179155524,0,0,0,0,0,0,6.126774839107212,0
clean_np_303.jpg,1.6401580500456745,0,0,0,0,0,0,6.860865980346501,0
clean_np_304.jpg,1.5896303710243218,0,0,0,0,0,0,7.852358649621668,0
clean_np_305.jpg,1.4995500298805382,0,0,0,0,0,0,8.50068558753433,0
clean_np_306.jpg,1.5747439272660464,0,0,0,0,0,0,8.181107972530175,0
clean_np_307.jpg,1.5542476616437655,0,0,0,0,0,0,6.9078186942725806,0
clean_np_308.jpg,1.5027258396634546,0,0,0,0,0,0,7.357320475065172,0
clean_np_309.jpg,1.6210493209935533,0,0,0,0,0,0,7.136328310880355,0
clean_np_310.jpg,1.4738900044273353,0,0,0,0,0,0,7.070425516261577,0
clean_np_311.jpg,1.491454909100112,0,0,0,0,0,0,8.571308210940662,0
clean_np_312.jpg,1.5473660176918187,0,0,0,0,0,0,8.016600000811557,0
clean_np_313.jpg,1.5893079815511426,0,0,0,0,0,0,7.629916213274746,0
clean_np_314.jpg,1.435848725941989,0,0,0,0,0,0,8.716434168970592,0
clean_np_315.jpg,1.6584589390844626,0,0,0,0,0,0,7.569691317925449,0
clean_np_316.jpg,1.607407986964882,0,0,0,0,0,0,7.79803922436976,0
clean_np_317.jpg,1.5899706298979133,0,0,0,0,0,0,8.664715710934287,0
clean_np_318.jpg,1.6047683582036332,0,0,0,0,0,0,7.702790789439676,0
clean_np_319.jpg,1.5560194150558617,0,0,0,0,0,0,6.564477162274373,0
clean_np_320.jpg,1.5047781836805665,0,0,0,0,0,0,7.495114358027299,0
clean_np_321.jpg,17.351602644363165,0,0,0,12.379613029124506,14.29740859183012,0.0,15.743523848704623,0
clean_np_322.jpg,1.5969382316852638,0,0,0,0,0,0,9.042043319985654,0
clean_np_323.jpg,1.671591344837957,0,0,0,0,0,0,8.738432510770568,0
clean_np_324.jpg,1.5253348657340282,0,0,0,0,0,0,8.812400325825536,0
clean_np_325.jpg,1.4994176155498633,0,0,0,0,0,0,11.679390998520308,0
