rskew_bins0,rskew_bins1,rskew_bins2,rskew_bins3,rskew_bins4,rskew_bins5,rskew_bins6,rskew_bins7,class,
clean_p_31.jpg,0.975603751,0,0,0,0,8.628034736,0,7.500249262,1
clean_p_32.jpg,1.028263885,0,0,0,0,8.87257698,0,6.315074107,1
clean_p_33.jpg,5.043155999,0,0,0,0,13.24248462,0,6.919422011,1
clean_p_34.jpg,1.027732211,0,0,0,0,6.123419186,0,7.075712197,1
clean_p_35.jpg,31.36225401,2.241479226,0,0,0,4.228369856,0,5.554377967,1
clean_p_36.jpg,6.937106882,2.695840213,0,0,0,9.610444742,0,5.35340289,1
clean_p_37.jpg,0.899470819,0,0,0,0,6.286989769,0,7.867602249,1
clean_p_38.jpg,1.003073866,0,0,0,0,7.354081555,0,8.876510716,1
clean_p_39.jpg,0.948526232,0.793700526,0,0,0,8.122868701,0,5.300261956,1
clean_p_40.jpg,0.905551807,0,0,0,0,12.08112268,0,6.002506402,1
clean_p_41.jpg,15.4540653,3.741079854,0,0,0,6.138815917,0,5.649845045,1
clean_p_42.jpg,1.018799856,2.905599054,0,0,0,7.380320658,0,6.040197824,1
clean_p_43.jpg,0.801144959,0,0,0,0,4.549416158,0,8.965422663,1
clean_p_44.jpg,1.055537932,2.481387101,0,0,0,9.04539429,0,7.592932212,1
clean_p_45.jpg,14.82953934,3.340293616,0,0,2.796139842,9.470378287,0,7.159987691,1
clean_p_46.jpg,13.35330364,0.756010235,0,0,3.550948009,7.452743588,0,7.618748839,1
clean_p_47.jpg,1.177417311,0,0,0,0,4.622879821,0,8.802166671,1
clean_p_48.jpg,20.89437422,0,0,0,0,8.944752316,0,6.221546223,1
clean_p_49.jpg,1.138584153,1.096938812,0,0,0,6.219515688,0,7.305229588,1
clean_p_50.jpg,1.009722071,0,0,0,0,8.929512073,0,8.404979405,1
clean_p_51.jpg,0.994366953,0,0,0,0,0,0,6.739761694,1
clean_p_52.jpg,20.39642952,2.290763134,0,0,2.862494934,6.08048434,7.286134126,6.077807178,1
clean_p_53.jpg,1.059140858,0,0,0,0,9.323551178,0,6.972668507,1
clean_p_54.jpg,0.90538545,5.30315595,0,0,0,12.03260364,0,8.154243747,1
clean_p_55.jpg,0.979888655,0,0,0,1.040041912,12.90788117,0,7.794750622,1
clean_p_56.jpg,19.63168069,1.931447441,0,0,2.550775048,8.733042751,0,6.255831321,1
clean_p_57.jpg,13.17356879,0,0,0,2.198732628,10.72971285,0,7.273095361,1
clean_p_58.jpg,22.46814761,2.217429233,0,0,3.012525943,8.202173861,0,11.69751649,1
clean_p_59.jpg,22.58506907,4.091596602,0,0,3.531957513,7.184766262,0,9.774019144,1
clean_p_60.jpg,8.178861261,0,0,0,5.032032006,10.84055297,0,6.425361515,1
clean_p_61.jpg,14.28653727,2.260094297,0,0,0,9.255198292,3.174802104,9.02298836,1
clean_p_62.jpg,1.159143458,0,0,0,0,8.616088728,0,9.694687501,1
clean_p_63.jpg,29.33445871,2.668348748,0,0,4.393711594,8.271210506,0,9.144229773,1
clean_p_64.jpg,29.16374222,2.269541617,0,0,0,6.5892094,0,8.379101615,1
clean_p_65.jpg,1.041258554,0,0,0,0,9.680178759,1.040041912,10.51847927,1
clean_p_66.jpg,1.18838683,0,0,0,0,8.933313251,0,13.43800303,1
clean_p_67.jpg,10.37040511,2.275263289,0,0,2.163588001,11.98859214,0,10.60217339,1
clean_p_68.jpg,16.22093619,1.451747305,0,0,0.667238398,9.756166778,0,8.676602466,1
clean_p_69.jpg,6.075393629,2.931062867,0,0,0,9.705587894,0,10.12971832,1
clean_p_70.jpg,4.40735148,1.281689815,0,0,0,12.82815747,0,8.541049884,1
clean_p_71.jpg,15.60098391,0,0,0,6.469238566,7.851167582,0,10.45103244,1
clean_p_72.jpg,10.15818559,2.653729339,0,0,0,8.54167773,0,7.988483774,1
clean_p_73.jpg,0.964686685,0,0,0,0,2.323081684,0,10.34723043,1
clean_p_74.jpg,1.511437032,0,0,0,0,13.61305333,0,9.526656263,1
clean_p_75.jpg,0.925801124,0,0,0,0,5.659100447,0,10.44621809,1
clean_p_76.jpg,8.262038052,1.462617786,0,0,6.347041563,8.292102401,0,9.517713353,1
clean_p_77.jpg,9.88852585,0.396850263,0,0,4.347323869,8.245456864,0,8.15814124,1
clean_p_78.jpg,0.962740913,0,0,0,0,4.648350265,0,7.905477914,1
clean_p_79.jpg,25.01302813,0,0,0,2.047657044,9.006677362,0,8.149258105,1
clean_p_80.jpg,6.789591926,3.359040929,0,0,0,4.891132186,0,9.390477753,1
clean_p_81.jpg,12.21693292,2.104716288,0,0,1.039566137,13.67561786,0,11.86958575,1
clean_p_82.jpg,19.68475261,2.945336405,0,0,2.76628528,7.277902672,0,9.982585829,1
clean_p_83.jpg,7.103311799,0,0,0,2.083288888,10.55926606,0.793700526,10.74564818,1
clean_p_84.jpg,0.945028613,4.701381659,0,0,0,10.65478599,0,8.057620395,1
clean_p_85.jpg,29.61630863,3.922187043,0,0,1.158822452,7.423418832,0,9.71721197,1
clean_p_86.jpg,8.288716361,3.223382594,0,0,0,3.662801309,0,6.878761235,1
clean_p_87.jpg,1.044676358,2.920396588,0,0,0,8.024848989,0,6.539742959,1
clean_p_88.jpg,18.42872993,2.760253847,0,0,0,7.228880671,0,11.55885606,1
clean_p_89.jpg,15.40708006,0,0,0,4.511095586,11.04139738,0,9.752581838,1
clean_p_90.jpg,7.552761151,0,0,0,4.16106082,8.85249662,0,10.9341933,1
clean_p_91.jpg,2.271875969,0,0,0,3.500041992,13.72498399,5.159053419,9.735455034,1
clean_p_92.jpg,13.33344268,0,0,0,2.917676972,7.280103078,0,8.358448085,1
clean_p_93.jpg,9.812542069,0,0,0,5.060232123,9.243746676,0,8.873733588,1
clean_p_94.jpg,4.720591504,1.958286048,0,0,0,8.450831253,0,7.78458549,1
clean_p_95.jpg,1.212132001,0,0,0,0,5.79703339,2.376123746,10.63389,1
clean_p_96.jpg,12.03916653,0,0,0,4.101598931,10.81300612,8.090918817,8.526076269,1
clean_p_97.jpg,6.353708005,0,0,0,0,9.403219798,0,10.76617612,1
clean_p_98.jpg,11.73669048,2.13851619,0,0,6.539121212,7.567884245,0,10.35048405,1
clean_p_99.jpg,25.39012369,1.016914747,0,0,3.029749936,8.940685281,0,8.261464022,1
clean_p_100.jpg,5.080162806,0,0,0,4.681738744,8.703201462,0,9.495857469,1
clean_p_101.jpg,0.86348704,0,0,0,0,2.890489879,0,9.560119163,1
clean_p_102.jpg,15.19013922,2.281414368,0,0,0,10.66138633,0,7.675539775,1
clean_p_103.jpg,24.90483059,2.244976447,0,0,0,5.514799112,0,6.602872587,1
clean_p_104.jpg,9.570085816,2.923416299,0,0,0,8.742577824,0,6.648516445,1
clean_p_105.jpg,18.24417109,0.960287966,0,0,1.836646408,10.19397431,0,8.545950198,1
clean_p_106.jpg,0.946654109,0,0,0,0,7.469235749,0,8.923265944,1
clean_p_107.jpg,0.972617355,0,0,0,0,0,0,9.307955013,1
clean_p_108.jpg,13.54784959,1.750020996,0,0,3.903104655,10.1786136,12.16289498,8.866247872,1
clean_p_109.jpg,1.159663404,0,0,0,0,9.035340868,0,10.10631379,1
clean_p_110.jpg,8.062316836,2.535425048,0,0,0,9.400404183,0,10.06512026,1
clean_p_111.jpg,15.81830671,3.416593238,0,0,0,8.194247858,0,6.388359451,1
clean_p_112.jpg,30.81016606,2.07215536,0,0,4.501901767,9.015239246,0,9.301752096,1
clean_p_113.jpg,1.03592864,0,0,0,0,0,0,10.31745456,1
clean_p_114.jpg,9.92120071,8.204100519,4.175330122,0,5.114563044,12.52039989,4.376435039,13.00021428,1
clean_p_115.jpg,1.04235912,0,0,0,3.484085908,7.431773808,0,8.964005626,1
clean_p_116.jpg,17.57599013,4.138429246,5.5842057,0,2.342590586,14.92168082,0,14.52633825,1
clean_p_117.jpg,26.52519664,2.143795902,0,0,1.506466405,7.193449634,0,8.245938681,1
clean_p_118.jpg,0.958894289,0,0,0,0,7.408504151,0,9.821934028,1
clean_p_119.jpg,12.66528195,0.396850263,0,0,2.80964267,9.949730281,0,9.114536793,1
clean_p_120.jpg,1.100370812,0,0,0,0,5.945894301,0,8.12372734,1
clean_p_121.jpg,1.001730451,0,0,0,0,8.890170637,0,9.17791294,1
clean_p_122.jpg,1.022925042,0.924481699,0,0,0,8.206829718,0,7.453325993,1
clean_p_123.jpg,0.961944644,0,0,0,0,8.317834593,0,8.166422045,1
clean_p_124.jpg,1.089552248,0,0,0,3.02404094,7.874102753,0,9.689446511,1
clean_p_125.jpg,19.68567371,3.156497237,0,0,0,7.382136597,0,6.966949553,1
clean_p_126.jpg,12.52997363,0,0,0,4.059756881,6.276584744,0,9.431278209,1
clean_p_127.jpg,19.78396696,2.654157417,0,0,3.877183567,9.457789401,0,9.421277018,1
clean_p_128.jpg,20.11005003,1.93344959,0,0,3.976164728,8.481068332,0,8.008413536,1
clean_p_129.jpg,1.065047479,0,0,0,0,4.849199559,0,8.53533374,1
clean_p_130.jpg,12.54516822,3.133796242,0,0,0,7.869700833,0,7.973579047,1
clean_p_131.jpg,1.015720112,0,0,0,0,8.022797675,0,9.438205318,1
clean_p_132.jpg,23.84282923,2.520321497,0,0,0.572357121,6.670464536,0,8.646309988,1
clean_p_133.jpg,5.422914144,0,0,0,7.941184085,9.189746258,10.20862389,9.014892368,1
clean_p_134.jpg,22.29659505,0.412535169,0,0,0,8.016096915,0.793700526,5.998186923,1
clean_p_135.jpg,17.09346287,2.525208633,0,0,2.297200104,8.143406834,0,8.870992675,1
clean_p_136.jpg,24.41781367,1.810168414,0,0,5.318974525,9.175918488,3.500041992,10.11607163,1
clean_p_137.jpg,16.43450981,1.677149375,0,0,3.301628399,7.838842733,0,9.0108277,1
clean_p_138.jpg,19.01739305,3.172929538,0,0,0,2.943494029,0,6.64724999,1
clean_p_139.jpg,18.15781683,3.45330439,0,0,3.129088608,8.060008618,0,8.048308306,1
clean_p_140.jpg,16.06124556,2.076457188,0,0,2.055325147,7.633051135,0,9.570819552,1
clean_p_141.jpg,14.28494205,2.758089858,0,0,0,5.157138709,0,9.120809533,1
clean_p_142.jpg,38.38554911,4.062995403,0,0,3.291811408,6.412181351,1.26668975,9.069309415,1
clean_p_143.jpg,20.6608523,2.177273919,0,0,6.139482743,10.59078117,0,10.0047197,1
clean_p_144.jpg,16.47068223,2.414268059,0,0,0,7.135728713,0,8.236628902,1
clean_p_145.jpg,8.268215946,0,0,0,3.174802104,7.793936791,0,9.771092219,1
clean_p_146.jpg,0.956806129,0,0,0,3.226139688,8.72830289,0,8.697958833,1
clean_p_147.jpg,18.88787238,3.597004092,0,0,0,4.027902669,0,6.219960618,1
clean_p_148.jpg,6.057355571,3.096456936,0,0,0,7.091438978,0,7.067011816,1
clean_p_149.jpg,11.98013172,4.212059508,0,0,0,10.42604526,0,10.28767235,1
clean_p_150.jpg,23.65112259,2.002678938,0,0,1.61789576,8.93798265,0,7.527520756,1
clean_p_151.jpg,18.77021384,4.249291322,0,0,1.833152278,7.414515679,0,8.093089176,1
clean_p_152.jpg,22.25429864,2.175953668,0,0,1.800115255,5.915137383,0,7.91804504,1
clean_p_153.jpg,21.19050461,1.650808997,0,0,0,5.854309692,0,7.674414272,1
clean_p_154.jpg,5.901799234,0.623299908,0,0,3.430701609,9.1480076,0,8.605600553,1
clean_p_155.jpg,7.162949268,2.577567462,0,0,0,10.16022302,0,11.30006263,1
clean_p_156.jpg,1.006601702,0,0,0,0,7.244954759,0,9.958403271,1
clean_p_157.jpg,1.043844679,0,0,0,0,12.31036004,0,8.237523088,1
clean_p_158.jpg,18.76180132,3.054238707,0,0,0,5.393508984,0,8.421215692,1
clean_p_159.jpg,1.055914905,0.467842838,0,0,0,10.31337013,0,7.967454528,1
clean_p_160.jpg,10.48599242,4.735209636,0,0,0,7.568185419,0,5.900709737,1
clean_p_161.jpg,13.39286052,3.71943492,0,0,3.12693813,9.336670474,0,7.111134635,1
clean_p_162.jpg,22.82307698,1.750245696,0,0,0.378005118,9.653395536,0,10.33209913,1
clean_p_163.jpg,4.436808388,0,0,0,0,10.16688108,7.346488976,6.245706285,1
clean_p_164.jpg,19.24168131,0.708285272,0,0,1.337519603,7.37873072,0,6.10134743,1
clean_p_165.jpg,13.7286871,1.190550789,0,0,3.756918147,6.49926194,0,9.289335071,1
clean_p_166.jpg,20.00177218,0.6082202,0,0,0,7.724210599,0,7.753393833,1
clean_p_167.jpg,9.365047033,3.488737255,0,0,0,8.002118627,0,10.15566204,1
clean_p_168.jpg,9.37283346,3.48123407,0,0,0,7.886967419,0,7.829138092,1
clean_p_169.jpg,0.957907979,0,0,0,0,10.17035561,1.984251315,7.780455225,1
clean_p_170.jpg,8.913497337,2.824894606,0,0,0,7.846979884,0,6.32932361,1
clean_p_171.jpg,17.52371518,1.747160929,0,0,4.240976009,8.699229766,0,10.41584236,1
clean_p_172.jpg,1.033418778,0,0,0,0,9.815133042,0,8.115516138,1
clean_p_173.jpg,21.92421668,2.684561565,0,0,0.396850263,8.960787561,0,4.912814673,1
clean_p_174.jpg,15.2636119,3.015551289,0,0,0.662297821,8.032768188,0,8.449258708,1
clean_p_175.jpg,1.098915767,0,0,0,0,5.957654744,0,8.423614649,1
clean_p_176.jpg,7.808631466,0,0,0,6.013499128,9.60586807,0,8.558784329,1
clean_p_177.jpg,10.79253161,0,0,0,1.741249334,11.77747443,1.386989998,9.579704654,1
clean_p_178.jpg,0.873416885,0,0,0,0.396850263,6.421018878,0,8.829133903,1
clean_p_179.jpg,1.126873717,2.682714446,0,0,0.793700526,10.08046125,0,7.080249478,1
clean_p_180.jpg,0.844498184,0,0,0,0,8.548987483,0,6.214638084,1
clean_p_181.jpg,1.043153877,0,0,0,6.159533904,8.464442818,0,7.713951808,1
clean_p_182.jpg,1.035111161,0,0,0,0,7.498879814,0,9.171021707,1
clean_p_183.jpg,14.8350845,0,0,0,3.01772853,9.836834273,0,8.389609061,1
clean_p_184.jpg,25.24214713,2.309469185,0,0,4.158913868,9.418735535,0,7.835089658,1
clean_p_185.jpg,1.01477892,0,0,0,0,0,0,9.473564777,1
clean_p_186.jpg,0.946077177,0,0,0,0,7.157968819,0,9.487185898,1
clean_p_187.jpg,20.34649255,7.733129837,0.378005118,0,3.87090196,12.84724523,10.62090794,10.88945243,1
clean_p_188.jpg,7.712311518,0.833701659,0,0,0,8.446309459,0,9.353844602,1
clean_p_189.jpg,1.083976249,0,0,0,0,9.603001085,0,7.151734549,1
clean_p_190.jpg,1.043851628,0,0,0,0,6.164793517,0,9.306616712,1
clean_p_191.jpg,13.40972646,2.286217075,0,0,0.793700526,9.389105382,0,8.512705181,1
clean_p_192.jpg,17.19394039,2.74231324,0,0,0,7.79845011,0,8.655387585,1
clean_p_193.jpg,17.00123438,3.572565511,0,0,0,4.254210986,0,6.593397629,1
clean_p_194.jpg,1.009081308,0,0,0,4.402853432,10.25450472,0,8.757958413,1
clean_p_195.jpg,1.014611481,0,0,0,0,9.428285516,0,9.874841453,1
clean_p_196.jpg,0.984278106,0.412535169,0,0,0,8.56681533,0,9.318221167,1
clean_p_197.jpg,26.54350921,4.659573345,0,0,0,6.777857026,0,7.232707364,1
clean_p_198.jpg,1.098724499,0,0,0,0,9.063483739,0,10.32040294,1
clean_p_199.jpg,18.85885053,1.63333455,0,0,3.616271462,8.07123296,0,9.700748432,1
clean_p_200.jpg,26.25505902,1.837080942,0,0,2.939825106,6.937109961,0,7.829946453,1
clean_p_201.jpg,16.88944175,0,0,0,3.861269386,8.485474378,0,8.041986114,1
clean_p_202.jpg,17.36808599,2.282512029,0,0,4.40420178,10.29263704,0,8.097473427,1
clean_p_203.jpg,26.09328867,1.068502697,0,0,0.793700526,8.572173264,0,7.390657471,1
clean_p_204.jpg,0.975370484,0,0,0,0,5.590117752,0,6.666144293,1
clean_p_205.jpg,14.67947548,1.403635466,0,0,0,8.948295232,0,7.141240941,1
clean_p_206.jpg,1.060834643,0,0,0,0,7.224007834,0,8.953282432,1
clean_p_207.jpg,1.051360647,1.703534965,0,0,0,7.580306655,0,7.173470918,1
clean_p_208.jpg,5.65471997,0,0,0,3.400595607,14.5203796,0,8.894548515,1
clean_p_209.jpg,17.41728343,0.628185779,0,0,1.190550789,7.920615888,0,5.826668636,1
clean_p_210.jpg,0.965744346,2.083866536,0,0,0,10.62248394,0,9.455612856,1
clean_p_211.jpg,10.54686106,0,0,0,2.526244612,9.749126747,0,7.907727845,1
clean_p_212.jpg,25.00827753,2.14865578,0,0,4.260136914,8.289811956,0,7.265743835,1
clean_p_213.jpg,23.09567246,1.286073764,0,0,4.791678194,9.195196977,0,9.363757538,1
clean_p_214.jpg,23.9934147,2.259505319,0,0,0,4.432145618,0,6.330522921,1
clean_p_215.jpg,14.72513831,0,0,0,4.762968127,6.182475276,0,8.364486952,1
clean_p_216.jpg,8.749448088,1.457732179,0,0,0,11.41055713,0,6.395462729,1
clean_p_217.jpg,23.34680641,0.354142636,0,0,1.712907838,7.6643192,0,7.600183118,1
clean_p_218.jpg,0.951439561,0,0,0,0,9.773745828,0,7.901654898,1
clean_p_219.jpg,21.44579709,2.302300102,0,0,0,8.115203726,0,5.171982807,1
clean_p_220.jpg,9.547731161,0,0,0,1.487526933,7.046236994,7.207949926,8.641282498,1
clean_p_221.jpg,22.76301742,0,0,0,3.57159835,8.319491157,0,6.918032446,1
clean_p_222.jpg,25.54816345,3.804842012,3.950230853,0,2.437005635,11.98343494,7.69189973,13.38531725,1
clean_p_223.jpg,1.087849858,0,0,0,0,6.956388448,0,8.10567859,1
clean_p_224.jpg,14.2440209,1.709975947,0,0,5.662439708,6.451731594,0,9.287276181,1
clean_p_225.jpg,0.981740887,0,0,0,2.032583607,9.038999575,0,8.574723461,1
clean_p_226.jpg,0.981979781,0.756010235,0,0,6.121510147,8.721088436,0,7.85072103,1
clean_p_227.jpg,13.87806198,0,0,0,4.03779468,8.486423921,0,7.795439764,1
clean_p_228.jpg,8.989189757,2.624929464,0,0,0,9.969080848,8.409927529,9.261609957,1
clean_p_229.jpg,29.02958446,2.031294389,0,0,1.686304012,7.700920358,0,6.04055548,1
clean_p_230.jpg,14.0617297,1.426713502,0,0,4.374616485,9.014874023,0,8.577659822,1
clean_p_231.jpg,1.048466167,0,0,0,0,7.26398033,0,8.895625781,1
clean_p_232.jpg,26.12076082,2.205239058,0,0,2.211869493,5.918520863,0,9.539680426,1
clean_p_233.jpg,0.96105496,0,0,0,0,7.638500205,0,9.321036042,1
clean_p_234.jpg,25.00574333,0.396850263,0,0,3.398914565,9.538877505,0,7.808601765,1
clean_p_235.jpg,1.111993426,0,0,0,0,5.120593822,0,10.78252127,1
clean_p_236.jpg,1.022012904,0.354142636,0,0,0,10.79056548,0,9.042657689,1
clean_p_237.jpg,39.38681595,9.267640478,0,0.396850263,2.915930601,14.13675725,8.142833642,10.41277028,1
clean_p_238.jpg,10.96166006,3.544528959,0,0,0,9.696729692,0,7.56348629,1
clean_p_239.jpg,12.18201516,1.668400733,0,0,0,9.646532515,0,7.23281247,1
clean_p_240.jpg,23.63575809,0.763845262,0,0,2.75004637,7.477284229,0,7.702052161,1
clean_p_241.jpg,4.803995154,2.094091893,0,0,0,10.08238658,0,8.610783641,1
clean_p_242.jpg,28.27733485,1.497612354,0,0,2.30217304,5.939432175,0,7.333246025,1
clean_p_243.jpg,21.79003994,1.165910319,0,0,2.959691163,7.398708008,0.354142636,10.89004508,1
clean_p_244.jpg,11.6718603,0,0,0,3.871826561,6.628581883,0,8.657895395,1
clean_p_245.jpg,1.119019547,0.793700526,0,0,1.30333954,9.703790543,0,9.660294792,1
clean_p_246.jpg,15.80196573,0.472902779,0,0,0.378005118,8.653345398,0,6.444487947,1
clean_p_247.jpg,19.26958128,2.002747465,0,0,0,7.49043034,0,5.316008387,1
clean_p_248.jpg,1.131633566,0,0,0,0,8.318119792,0,6.018163369,1
clean_p_249.jpg,8.728548158,14.2395152,0,0,0,11.46961565,0,12.7367354,1
clean_p_250.jpg,12.31356883,0,0,0,3.037833021,9.524578234,0,8.2558602,1
clean_p_251.jpg,1.032890869,0,0,0,0,9.161818704,0,8.724232732,1
clean_p_252.jpg,1.015342867,0,0,0,0,9.611104896,0,8.554169294,1
clean_p_253.jpg,4.053615015,0,0,0,0,0,4.894308163,7.9718326,1
clean_p_254.jpg,0.987366453,0,0,0,0,10.06487031,0,8.050734125,1
clean_p_255.jpg,17.09494733,0.793700526,0,0,0,8.73809697,0,8.062094357,1
clean_p_256.jpg,0.945056504,0,0,0,0,8.62286542,0,5.217875736,1
clean_p_257.jpg,1.002014397,0,0,0,4.266788759,9.348894145,0,6.894903927,1
clean_p_258.jpg,0.937288419,0,0,0,0,7.329092991,0,8.852925967,1
clean_p_259.jpg,5.506108332,2.820233269,0,0,0,6.173379214,0,10.64530343,1
clean_p_260.jpg,3.935051782,0,0,0,0,0,0,7.771306067,1
clean_p_261.jpg,22.45576657,4.415481352,0,0,2.570908075,6.596966867,0,10.43205299,1
clean_p_262.jpg,1.091890364,0,0,0,0,0,0,7.847555788,1
clean_p_263.jpg,1.061828648,0.798630469,0,0,3.002060521,7.486088284,0,9.6982782,1
clean_p_264.jpg,24.86562144,2.649503055,0,0,4.566657725,9.123060571,0,10.10044238,1
clean_p_265.jpg,36.72719185,9.529240114,0,0,1.763501016,6.873541589,0,8.838775884,1
clean_p_266.jpg,0.931619407,0,0,0,0,6.640658256,0,8.814219358,1
clean_p_267.jpg,10.25470393,1.324595642,0,0,4.412999097,8.552905244,0,5.235920066,1
clean_p_268.jpg,1.025535985,0,0,0,0,6.072285555,0,8.331225884,1
clean_p_269.jpg,21.46610754,3.414267846,0,0,1.475056877,9.05893898,0,10.51308919,1
clean_p_270.jpg,1.012487845,0,0,0,0,6.194663722,0,8.25656186,1
clean_p_271.jpg,15.49760294,0.793700526,0,0,5.192288642,10.00735594,0,9.799432865,1
clean_p_272.jpg,8.754137332,1.043832531,0,0,4.007171038,8.837737675,0.378005118,10.15719244,1
clean_p_273.jpg,9.612029531,2.633152124,0,0,6.479996889,7.782158578,0,9.338933737,1
clean_p_274.jpg,0.941148935,0,0,0,0,9.437075762,0,7.5543639,1
clean_p_275.jpg,20.82994398,4.929124297,0,0,0.629960525,7.750550935,0,7.008850694,1
clean_p_276.jpg,0.963372259,0,0,0,0,7.126947397,0,11.11834367,1
clean_p_277.jpg,0.9512811,0,0,0,0,3.090838183,0,8.199474114,1
clean_p_278.jpg,1.003453054,0.793700526,0,0,2.37135944,9.438705673,0,8.999264623,1
clean_p_279.jpg,25.11847932,1.667728945,0,0,2.299633658,7.580908601,0,8.605067054,1
clean_p_280.jpg,1.04760118,0,0,0,2.492069286,8.649301901,0,12.6854252,1
clean_p_281.jpg,5.667200845,0,0,0,2.884499141,7.854338994,0,7.244271246,1
clean_p_282.jpg,13.24896343,1.190550789,0,0,2.067099212,11.08795773,0,7.933557399,1
clean_p_283.jpg,14.79274656,2.331939663,0,0,0,9.041793224,0,4.566303557,1
clean_p_284.jpg,1.024533152,0,0,0,2.500256079,8.265644231,1.587401052,8.468268983,1
clean_p_285.jpg,18.61383124,0,0,0,3.722938956,7.608794805,0,7.590664015,1
clean_p_286.jpg,4.093012971,0,0,0,0,0,4.639255157,7.529307425,1
clean_p_287.jpg,11.86332461,1.652022656,0,0,2.698868219,9.803219785,1.190550789,8.521683423,1
clean_p_288.jpg,20.15963421,3.703837922,0,0,0,9.509951123,0,9.169322466,1
clean_p_289.jpg,0.971556897,1.829940433,0,0,0,7.66874515,0,4.43132159,1
clean_p_290.jpg,19.93148205,0.644558107,0,0,1.301280789,5.670353124,0,6.662549076,1
clean_p_291.jpg,21.52683196,2.740271132,0,0,0.793700526,3.485921037,0,10.50963825,1
clean_p_292.jpg,10.35135323,1.016512335,0,0,0,7.475930696,0,7.341836688,1
clean_p_293.jpg,1.128386335,0,0,0,0,0,0,6.296076791,1
clean_p_294.jpg,0.877060915,0,0,0,0,2.556373971,0,8.137846299,1
clean_p_295.jpg,1.057789596,0,0,0,0,8.761478176,0,6.577617134,1
clean_p_296.jpg,0.9865438,0,0,0,0,9.048349297,0,6.642808094,1
clean_p_297.jpg,0.952198388,0,0,0,0,0,0,7.510250662,1
clean_p_298.jpg,23.66416949,1.059900515,0,0,0,5.19037387,0,6.959223829,1
clean_p_299.jpg,0.953529667,0,0,0,0,8.319074612,0,8.570375995,1
clean_p_300.jpg,0.844902432,0,0,0,0,12.23147056,0,12.03996658,1
clean_p_301.jpg,0.968099055,0,0,0,0,4.528439226,0,6.705624753,1
clean_p_302.jpg,23.77302349,1.839417228,0,0,0,6.729963548,0,6.66616655,1
clean_p_303.jpg,13.23630151,2.051385604,0,0,0,3.27393459,0,7.73002489,1
clean_p_304.jpg,21.98151548,2.479877695,0,0,0,3.087996744,0,5.311101894,1
clean_p_305.jpg,1.699056507,0,0,0,0,17.57817146,0,11.87509615,1
clean_p_306.jpg,24.85670613,1.627581109,0,0,0,7.883486516,0,8.751614715,1
